estacao,datahora,wspd,wdir,gust,dryt,dewp,pres,vis,tp,altn1,qn1,altn2,qn2,altn3,qn3,altn4,qn4,altncb,qncb,metar,speci,data_hora
SBAT,01/01/2025 11:00,4.0,110.0,,25.0,24.0,1012.0,8000.0,,8.0,SCT,80.0,BKN,,,,,,,-,SPECI SBAT 011115Z 11004KT 8000 SCT008 BKN080 25/24 Q1012=,01/01/2025 11:00
SBAT,01/01/2025 12:00,2.0,130.0,,26.0,23.0,1013.0,9999.0,,10.0,SCT,80.0,BKN,,,,,,,METAR SBAT 011200Z 13002KT 9999 SCT010 BKN080 26/23 Q1013=,-,01/01/2025 12:00
SBAT,01/01/2025 13:00,2.0,90.0,,28.0,24.0,1014.0,9999.0,,15.0,SCT,90.0,BKN,,,,,,,METAR SBAT 011300Z 09002KT 9999 SCT015 BKN090 28/24 Q1014=,-,01/01/2025 13:00
SBAT,01/01/2025 14:00,4.0,40.0,,29.0,24.0,1014.0,9999.0,,18.0,BKN,90.0,BKN,,,,,,,METAR SBAT 011400Z 04004KT 9999 BKN018 BKN090 29/24 Q1014=,-,01/01/2025 14:00
SBAT,01/01/2025 14:00,8.0,70.0,,27.0,23.0,1009.0,9999.0,SHRA,20.0,SCT,,,,,,,035,FEW,-,SPECI SBAT 011425Z 07008KT 9999 2000NE SHRA TS SCT020 FEW035CB 27/23 Q1009=,01/01/2025 14:00
SBAT,01/01/2025 15:00,3.0,50.0,,32.0,23.0,1013.0,9999.0,,20.0,BKN,100.0,SCT,,,,,,,METAR SBAT 011500Z 05003KT 9999 BKN020 SCT100 32/23 Q1013=,-,01/01/2025 15:00
SBAT,01/01/2025 16:00,3.0,30.0,,32.0,24.0,1012.0,9999.0,,25.0,BKN,100.0,SCT,,,,,,,METAR SBAT 011600Z 03003KT 9999 BKN025 SCT100 32/24 Q1012=,-,01/01/2025 16:00
SBAT,01/01/2025 17:00,6.0,340.0,,30.0,23.0,1010.0,9999.0,,30.0,BKN,100.0,SCT,,,,,,,METAR SBAT 011700Z 34006KT 9999 BKN030 SCT100 30/23 Q1010=,-,01/01/2025 17:00
SBAT,01/01/2025 18:00,2.0,320.0,,28.0,25.0,1009.0,9999.0,VCSH,30.0,FEW,,,,,,,035T,FEW,METAR SBAT 011800Z 32002KT 9999 VCSH FEW030 FEW035TCU 28/25 Q1009=,-,01/01/2025 18:00
SBAT,01/01/2025 18:00,8.0,70.0,,27.0,23.0,1009.0,9999.0,SHRA,20.0,SCT,,,,,,,035,FEW,-,SPECI SBAT 011825Z 07008KT 9999 2000NE SHRA TS SCT020 FEW035CB 27/23 Q1009=,01/01/2025 18:00
SBAT,01/01/2025 19:00,5.0,330.0,,25.0,23.0,1009.0,8000.0,-TSRA,20.0,SCT,,,,,,,035,FEW,METAR SBAT 011900Z 33005KT 8000 -TSRA SCT020 FEW035CB 25/23 Q1009 RESHRA=,-,01/01/2025 19:00
SBAT,01/01/2025 20:00,4.0,260.0,,25.0,23.0,1009.0,9999.0,,30.0,SCT,,,,,,,,,METAR SBAT 012000Z 26004KT 9999 SCT030 25/23 Q1009 RETSRA=,-,01/01/2025 20:00
SBAT,01/01/2025 20:00,4.0,270.0,,25.0,23.0,1009.0,9999.0,,30.0,SCT,,,,,,,,,-,SPECI SBAT 012045Z 27004KT 9999 SCT030 25/23 Q1009=,01/01/2025 20:00
SBAT,02/01/2025 11:00,3.0,240.0,,24.0,23.0,1014.0,5000.0,-RA,15.0,SCT,80.0,BKN,,,,,,,-,SPECI SBAT 021115Z 24003KT 5000 -RA SCT015 BKN080 24/23 Q1014=,02/01/2025 11:00
SBAT,02/01/2025 12:00,4.0,150.0,,24.0,23.0,1015.0,5000.0,-RA,15.0,BKN,80.0,BKN,,,,,,,METAR SBAT 021200Z 15004KT 5000 -RA BKN015 BKN080 24/23 Q1015=,-,02/01/2025 12:00
SBAT,02/01/2025 13:00,1.0,160.0,,24.0,23.0,1015.0,8000.0,-RA,15.0,BKN,80.0,BKN,,,,,,,METAR SBAT 021300Z 16001KT 8000 -RA BKN015 BKN080 24/23 Q1015=,-,02/01/2025 13:00
SBAT,02/01/2025 14:00,4.0,150.0,,26.0,23.0,1015.0,9999.0,,15.0,SCT,80.0,BKN,,,,,,,METAR SBAT 021400Z 15004KT 9999 SCT015 BKN080 26/23 Q1015=,-,02/01/2025 14:00
SBAT,02/01/2025 15:00,2.0,130.0,,26.0,23.0,1015.0,9999.0,-RA,20.0,BKN,,,,,,,,,METAR SBAT 021500Z 13002KT 9999 -RA BKN020 26/23 Q1015=,-,02/01/2025 15:00
SBAT,02/01/2025 16:00,2.0,100.0,,27.0,23.0,1014.0,9999.0,,20.0,BKN,,,,,,,,,METAR SBAT 021600Z 10002KT 9999 BKN020 27/23 Q1014=,-,02/01/2025 16:00
SBAT,02/01/2025 17:00,3.0,200.0,,29.0,23.0,1013.0,9999.0,,23.0,BKN,100.0,SCT,,,,,,,METAR SBAT 021700Z 20003KT 9999 BKN023 SCT100 29/23 Q1013=,-,02/01/2025 17:00
SBAT,02/01/2025 18:00,2.0,270.0,,29.0,23.0,1012.0,9999.0,,25.0,BKN,,,,,,,,,METAR SBAT 021800Z 27002KT 9999 BKN025 29/23 Q1012=,-,02/01/2025 18:00
SBAT,02/01/2025 19:00,4.0,260.0,,31.0,23.0,1010.0,9999.0,,28.0,SCT,,,,,,,,,METAR SBAT 021900Z 26004KT 9999 SCT028 31/23 Q1010=,-,02/01/2025 19:00
SBAT,02/01/2025 20:00,7.0,290.0,,30.0,23.0,1010.0,9999.0,,30.0,SCT,,,,,,,,,METAR SBAT 022000Z 29007KT 9999 SCT030 30/23 Q1010=,-,02/01/2025 20:00
SBAT,02/01/2025 20:00,6.0,290.0,,30.0,24.0,1010.0,9999.0,,30.0,SCT,100.0,SCT,,,,,032T,FEW,-,SPECI SBAT 022045Z 29006KT 9999 SCT030 FEW032TCU SCT100 30/24 Q1010=,02/01/2025 20:00
SBAT,03/01/2025 11:00,3.0,230.0,,25.0,24.0,1014.0,8000.0,,10.0,SCT,,,,,,,,,-,SPECI SBAT 031115Z 23003KT 8000 SCT010 25/24 Q1014=,03/01/2025 11:00
SBAT,03/01/2025 12:00,1.0,270.0,,27.0,23.0,1014.0,9999.0,,10.0,FEW,13.0,SCT,,,,,,,METAR SBAT 031200Z 27001KT 9999 FEW010 SCT013 27/23 Q1014=,-,03/01/2025 12:00
SBAT,03/01/2025 13:00,3.0,270.0,,29.0,23.0,1014.0,9999.0,,12.0,FEW,18.0,SCT,,,,,,,METAR SBAT 031300Z 27003KT 9999 FEW012 SCT018 29/23 Q1014=,-,03/01/2025 13:00
SBAT,03/01/2025 14:00,1.0,70.0,,29.0,23.0,1014.0,9999.0,,20.0,SCT,,,,,,,,,METAR SBAT 031400Z 07001KT 9999 SCT020 29/23 Q1014=,-,03/01/2025 14:00
SBAT,03/01/2025 15:00,2.0,310.0,,30.0,23.0,1014.0,9999.0,,25.0,SCT,,,,,,,,,METAR SBAT 031500Z 31002KT 9999 SCT025 30/23 Q1014=,-,03/01/2025 15:00
SBAT,03/01/2025 16:00,2.0,230.0,,32.0,23.0,1013.0,9999.0,,25.0,FEW,32.0,SCT,,,,,,,METAR SBAT 031600Z 23002KT 9999 FEW025 SCT032 32/23 Q1013=,-,03/01/2025 16:00
SBAT,03/01/2025 17:00,3.0,270.0,,34.0,25.0,1012.0,9999.0,,32.0,SCT,,,,,,,,,METAR SBAT 031700Z 27003KT 9999 SCT032 34/25 Q1012=,-,03/01/2025 17:00
SBAT,03/01/2025 18:00,2.0,300.0,,33.0,22.0,1011.0,9999.0,,35.0,SCT,,,,,,,038T,FEW,METAR SBAT 031800Z 30002KT 9999 SCT035 FEW038TCU 33/22 Q1011=,-,03/01/2025 18:00
SBAT,03/01/2025 19:00,4.0,200.0,,32.0,24.0,1009.0,9999.0,VCSH,30.0,FEW,,,,,,,038T,FEW,METAR SBAT 031900Z 20004KT 9999 VCSH FEW030 FEW038TCU 32/24 Q1009=,-,03/01/2025 19:00
SBAT,03/01/2025 20:00,4.0,140.0,,32.0,23.0,1008.0,9999.0,VCSH,30.0,FEW,,,,,,,038T,FEW,METAR SBAT 032000Z 14004KT 9999 VCSH FEW030 FEW038TCU 32/23 Q1008=,-,03/01/2025 20:00
SBAT,03/01/2025 20:00,11.0,30.0,,26.0,22.0,1008.0,9999.0,SHRA,28.0,BKN,,,,,,,035T,FEW,-,SPECI SBAT 032045Z 03011KT 9999 3000NE SHRA BKN028 FEW035TCU 26/22 Q1008=,03/01/2025 20:00
SBAT,04/01/2025 11:00,1.0,360.0,,26.0,24.0,1013.0,9999.0,,,,,,,,,,,,-,SPECI SBAT 041115Z 36001KT CAVOK 26/24 Q1013=,04/01/2025 11:00
SBAT,04/01/2025 12:00,1.0,10.0,,27.0,24.0,1013.0,9999.0,,,,,,,,,,,,METAR SBAT 041200Z 01001KT CAVOK 27/24 Q1013=,-,04/01/2025 12:00
SBAT,04/01/2025 13:00,1.0,10.0,,29.0,24.0,1014.0,9999.0,,22.0,SCT,80.0,BKN,,,,,,,METAR SBAT 041300Z 01001KT 9999 SCT022 BKN080 29/24 Q1014=,-,04/01/2025 13:00
SBAT,04/01/2025 14:00,3.0,90.0,,30.0,24.0,1014.0,9999.0,,25.0,SCT,80.0,BKN,,,,,,,METAR SBAT 041400Z 09003KT 9999 SCT025 BKN080 30/24 Q1014=,-,04/01/2025 14:00
SBAT,04/01/2025 15:00,5.0,70.0,,31.0,24.0,1013.0,9999.0,,27.0,SCT,30.0,SCT,8.0,BKN,,,,,METAR SBAT 041500Z 07005KT 9999 SCT027 SCT030 BKN083 31/24 Q1013=,-,04/01/2025 15:00
SBAT,04/01/2025 16:00,8.0,20.0,,32.0,23.0,1012.0,9999.0,,27.0,FEW,30.0,SCT,,,,,,,METAR SBAT 041600Z 02008KT 9999 FEW027 SCT030 32/23 Q1012=,-,04/01/2025 16:00
SBAT,04/01/2025 17:00,7.0,10.0,,31.0,24.0,1011.0,9999.0,SHRA,27.0,SCT,30.0,SCT,,,,,035T,FEW,METAR SBAT 041700Z 01007KT 9999 SHRA SCT027 SCT030 FEW035TCU 31/24 Q1011=,-,04/01/2025 17:00
SBAT,04/01/2025 18:00,3.0,260.0,,26.0,23.0,1011.0,8000.0,-TSRA,27.0,SCT,30.0,SCT,,,,,035,FEW,METAR SBAT 041800Z 26003KT 8000 3000S -TSRA SCT027 SCT030 FEW035CB 26/23 Q1011 RESHRA=,-,04/01/2025 18:00
SBAT,04/01/2025 19:00,5.0,270.0,,25.0,24.0,1011.0,5000.0,-TSRA,27.0,BKN,30.0,SCT,,,,,035,FEW,METAR SBAT 041900Z 27005KT 5000 2000NE -TSRA BKN027 SCT030 FEW035CB 25/24 Q1011=,-,04/01/2025 19:00
SBAT,04/01/2025 19:00,9.0,340.0,,24.0,22.0,1010.0,800.0,TSRA,27.0,BKN,30.0,SCT,,,,,035,FEW,-,SPECI SBAT 041910Z 34009KT 0800 TSRA BKN027 SCT030 FEW035CB 24/22 Q1010=,04/01/2025 19:00
SBAT,04/01/2025 19:00,8.0,290.0,,24.0,23.0,1010.0,2500.0,-TSRA,27.0,BKN,,,,,,,035,FEW,-,SPECI SBAT 041928Z 29008KT 2500 -TSRA BKN027 FEW035CB 24/23 Q1010 RERA=,04/01/2025 19:00
SBAT,04/01/2025 20:00,5.0,280.0,,25.0,23.0,1010.0,5000.0,-RA,10.0,BKN,20.0,BKN,,,,,,,METAR SBAT 042000Z 28005KT 5000 -RA BKN010 BKN020 25/23 Q1010 RETS=,-,04/01/2025 20:00
SBAT,04/01/2025 20:00,6.0,320.0,,24.0,22.0,1010.0,5000.0,-RA,10.0,FEW,80.0,SCT,,,,,,,-,SPECI SBAT 042045Z 32006KT 5000 -RA FEW010 SCT080 24/22 Q1010=,04/01/2025 20:00
SBAT,05/01/2025 11:00,0.0,0.0,,25.0,23.0,1013.0,9999.0,,15.0,BKN,100.0,OVC,,,,,,,-,SPECI SBAT 051115Z 00000KT 9999 BKN015 OVC100 25/23 Q1013=,05/01/2025 11:00
SBAT,05/01/2025 12:00,2.0,60.0,,25.0,23.0,1014.0,9999.0,,15.0,BKN,100.0,OVC,,,,,,,METAR SBAT 051200Z 06002KT 9999 BKN015 OVC100 25/23 Q1014=,-,05/01/2025 12:00
SBAT,05/01/2025 13:00,1.0,60.0,,26.0,22.0,1014.0,9999.0,,18.0,BKN,100.0,BKN,,,,,,,METAR SBAT 051300Z 06001KT 9999 BKN018 BKN100 26/22 Q1014=,-,05/01/2025 13:00
SBAT,05/01/2025 14:00,3.0,120.0,,28.0,23.0,1014.0,9999.0,,20.0,BKN,100.0,OVC,,,,,,,METAR SBAT 051400Z 12003KT 9999 BKN020 OVC100 28/23 Q1014=,-,05/01/2025 14:00
SBAT,05/01/2025 15:00,7.0,120.0,,28.0,23.0,1015.0,9999.0,,20.0,BKN,100.0,OVC,,,,,,,METAR SBAT 051500Z 12007KT 9999 BKN020 OVC100 28/23 Q1015=,-,05/01/2025 15:00
SBAT,05/01/2025 16:00,5.0,70.0,,29.0,23.0,1014.0,9999.0,,20.0,SCT,25.0,SCT,,,,,,,METAR SBAT 051600Z 07005KT 9999 SCT020 SCT025 29/23 Q1014=,-,05/01/2025 16:00
SBAT,05/01/2025 17:00,7.0,80.0,,30.0,22.0,1013.0,9999.0,,20.0,FEW,,,,,,,,,METAR SBAT 051700Z 08007KT 9999 FEW020 30/22 Q1013=,-,05/01/2025 17:00
SBAT,05/01/2025 18:00,5.0,30.0,,30.0,23.0,1011.0,9999.0,,28.0,FEW,,,,,,,,,METAR SBAT 051800Z 03005KT 9999 FEW028 30/23 Q1011=,-,05/01/2025 18:00
SBAT,05/01/2025 19:00,7.0,80.0,,30.0,22.0,1010.0,9999.0,,30.0,FEW,,,,,,,,,METAR SBAT 051900Z 08007KT 9999 FEW030 30/22 Q1010=,-,05/01/2025 19:00
SBAT,05/01/2025 20:00,3.0,340.0,,30.0,22.0,1009.0,9999.0,,30.0,FEW,,,,,,,035T,FEW,METAR SBAT 052000Z 34003KT 9999 FEW030 FEW035TCU 30/22 Q1009=,-,05/01/2025 20:00
SBAT,05/01/2025 20:00,3.0,330.0,,30.0,22.0,1009.0,9999.0,,30.0,FEW,,,,,,,035T,FEW,-,SPECI SBAT 052045Z 33003KT 9999 FEW030 FEW035TCU 30/22 Q1009=,05/01/2025 20:00
SBAT,06/01/2025 11:00,4.0,330.0,,26.0,23.0,1014.0,9999.0,,13.0,FEW,80.0,BKN,,,,,,,-,SPECI SBAT 061115Z 33004KT 9999 FEW013 BKN080 26/23 Q1014=,06/01/2025 11:00
SBAT,06/01/2025 12:00,6.0,320.0,,28.0,23.0,1015.0,9999.0,,13.0,FEW,80.0,BKN,,,,,,,METAR SBAT 061200Z 32006KT 9999 FEW013 BKN080 28/23 Q1015=,-,06/01/2025 12:00
SBAT,06/01/2025 13:00,7.0,310.0,,29.0,23.0,1015.0,9999.0,,18.0,SCT,85.0,BKN,,,,,,,METAR SBAT 061300Z 31007KT 9999 SCT018 BKN085 29/23 Q1015=,-,06/01/2025 13:00
SBAT,06/01/2025 14:00,4.0,320.0,,30.0,23.0,1015.0,9999.0,,22.0,SCT,90.0,SCT,,,,,,,METAR SBAT 061400Z 32004KT 9999 SCT022 SCT090 30/23 Q1015=,-,06/01/2025 14:00
SBAT,06/01/2025 15:00,5.0,300.0,,31.0,22.0,1015.0,9999.0,,24.0,SCT,90.0,SCT,,,,,,,METAR SBAT 061500Z 30005KT 9999 SCT024 SCT090 31/22 Q1015=,-,06/01/2025 15:00
SBAT,06/01/2025 16:00,7.0,330.0,,32.0,23.0,1014.0,9999.0,,25.0,SCT,,,,,,,030T,FEW,METAR SBAT 061600Z 33007KT 9999 SCT025 FEW030TCU 32/23 Q1014=,-,06/01/2025 16:00
SBAT,06/01/2025 17:00,4.0,300.0,,31.0,23.0,1012.0,9999.0,,30.0,BKN,,,,,,,035T,FEW,METAR SBAT 061700Z 30004KT 9999 BKN030 FEW035TCU 31/23 Q1012=,-,06/01/2025 17:00
SBAT,06/01/2025 18:00,7.0,290.0,,32.0,22.0,1011.0,9999.0,,30.0,SCT,,,,,,,035T,FEW,METAR SBAT 061800Z 29007KT 9999 SCT030 FEW035TCU 32/22 Q1011=,-,06/01/2025 18:00
SBAT,06/01/2025 19:00,7.0,280.0,,33.0,23.0,1009.0,9999.0,,35.0,SCT,,,,,,,040T,FEW,METAR SBAT 061900Z 28007KT 9999 SCT035 FEW040TCU 33/23 Q1009=,-,06/01/2025 19:00
SBAT,06/01/2025 20:00,5.0,300.0,,31.0,22.0,1008.0,9999.0,VCSH,35.0,SCT,,,,,,,040T,FEW,METAR SBAT 062000Z 30005KT 9999 VCSH SCT035 FEW040TCU 31/22 Q1008=,-,06/01/2025 20:00
SBAT,06/01/2025 20:00,13.0,300.0,,27.0,23.0,1009.0,9999.0,SHRA,20.0,FEW,35.0,SCT,,,,,,,-,SPECI SBAT 062035Z 30013KT 9999 1000W SHRA FEW020 SCT035 27/23 Q1009=,06/01/2025 20:00
SBAT,06/01/2025 20:00,8.0,280.0,,26.0,23.0,1009.0,2000.0,-RA,20.0,FEW,35.0,SCT,,,,,,,-,SPECI SBAT 062045Z 28008KT 2000 -RA FEW020 SCT035 26/23 Q1009 RESHRA=,06/01/2025 20:00
SBAT,07/01/2025 11:00,3.0,10.0,,27.0,24.0,1013.0,9999.0,,,,,,,,,,030T,FEW,-,SPECI SBAT 071115Z 01003KT 9999 FEW030TCU 27/24 Q1013=,07/01/2025 11:00
SBAT,07/01/2025 12:00,3.0,320.0,,27.0,23.0,1013.0,9999.0,,,,,,,,,,030T,FEW,METAR SBAT 071200Z 32003KT 9999 FEW030TCU 27/23 Q1013=,-,07/01/2025 12:00
SBAT,07/01/2025 13:00,7.0,350.0,,30.0,24.0,1014.0,9999.0,,20.0,FEW,,,,,,,030T,FEW,METAR SBAT 071300Z 35007KT 9999 FEW020 FEW030TCU 30/24 Q1014=,-,07/01/2025 13:00
SBAT,07/01/2025 14:00,6.0,340.0,,31.0,23.0,1014.0,9999.0,,20.0,FEW,30.0,SCT,,,,,,,METAR SBAT 071400Z 34006KT 9999 FEW020 SCT030 31/23 Q1014=,-,07/01/2025 14:00
SBAT,07/01/2025 15:00,6.0,340.0,,32.0,24.0,1013.0,9999.0,,20.0,FEW,100.0,SCT,,,,,030T,FEW,METAR SBAT 071500Z 34006KT 9999 FEW020 FEW030TCU SCT100 32/24 Q1013=,-,07/01/2025 15:00
SBAT,07/01/2025 16:00,5.0,360.0,,33.0,24.0,1012.0,9999.0,,30.0,SCT,100.0,SCT,,,,,035T,FEW,METAR SBAT 071600Z 36005KT 9999 SCT030 FEW035TCU SCT100 33/24 Q1012=,-,07/01/2025 16:00
SBAT,07/01/2025 17:00,7.0,10.0,,31.0,24.0,1011.0,9999.0,-RA,35.0,SCT,,,,,,,040T,FEW,METAR SBAT 071700Z 01007KT 9999 -RA SCT035 FEW040TCU 31/24 Q1011=,-,07/01/2025 17:00
SBAT,07/01/2025 17:00,12.0,340.0,,27.0,24.0,1011.0,2000.0,RA,35.0,SCT,,,,,,,040T,FEW,-,SPECI SBAT 071720Z 34012KT 2000 RA SCT035 FEW040TCU 27/24 Q1011=,07/01/2025 17:00
SBAT,07/01/2025 18:00,10.0,40.0,,26.0,23.0,1011.0,9999.0,-RA,35.0,SCT,100.0,BKN,,,,,040T,FEW,METAR SBAT 071800Z 04010KT 9999 -RA SCT035 FEW040TCU BKN100 26/23 Q1011 RERA=,-,07/01/2025 18:00
SBAT,07/01/2025 18:00,3.0,50.0,,27.0,23.0,1011.0,9999.0,SHRA,35.0,SCT,100.0,BKN,,,,,040,FEW,-,SPECI SBAT 071820Z 05003KT 9999 SHRA TS SCT035 FEW040CB BKN100 27/23 Q1011=,07/01/2025 18:00
SBAT,07/01/2025 19:00,4.0,170.0,,25.0,23.0,1011.0,9999.0,-TSRA,35.0,BKN,100.0,BKN,,,,,040,FEW,METAR SBAT 071900Z 17004KT 9999 -TSRA BKN035 FEW040CB BKN100 25/23 Q1011 RESHRA=,-,07/01/2025 19:00
SBAT,07/01/2025 20:00,2.0,210.0,,25.0,24.0,1010.0,5000.0,-TSRA,35.0,BKN,100.0,BKN,,,,,040,FEW,METAR SBAT 072000Z 21002KT 5000 -TSRA BKN035 FEW040CB BKN100 25/24 Q1010=,-,07/01/2025 20:00
SBAT,07/01/2025 20:00,3.0,250.0,,24.0,23.0,1010.0,7000.0,-RA,35.0,SCT,100.0,BKN,,,,,040T,FEW,-,SPECI SBAT 072045Z 25003KT 7000 -RA SCT035 FEW040TCU BKN100 24/23 Q1010 RETS=,07/01/2025 20:00
SBAT,08/01/2025 11:00,4.0,300.0,,24.0,23.0,1013.0,9999.0,,10.0,SCT,,,,,,,,,-,SPECI SBAT 081115Z 30004KT 9999 SCT010 24/23 Q1013=,08/01/2025 11:00
SBAT,08/01/2025 12:00,4.0,330.0,,25.0,23.0,1014.0,9999.0,,10.0,SCT,,,,,,,,,METAR SBAT 081200Z 33004KT 9999 SCT010 25/23 Q1014=,-,08/01/2025 12:00
SBAT,08/01/2025 13:00,4.0,340.0,,28.0,23.0,1014.0,9999.0,,20.0,SCT,,,,,,,,,METAR SBAT 081300Z 34004KT 9999 SCT020 28/23 Q1014=,-,08/01/2025 13:00
SBAT,08/01/2025 14:00,6.0,350.0,,28.0,24.0,1014.0,9999.0,,20.0,SCT,25.0,SCT,,,,,,,METAR SBAT 081400Z 35006KT 9999 SCT020 SCT025 28/24 Q1014=,-,08/01/2025 14:00
SBAT,08/01/2025 15:00,7.0,350.0,,30.0,23.0,1014.0,9999.0,VCSH,23.0,SCT,30.0,SCT,,,,,035T,FEW,METAR SBAT 081500Z 35007KT 9999 VCSH SCT023 SCT030 FEW035TCU 30/23 Q1014=,-,08/01/2025 15:00
SBAT,08/01/2025 16:00,8.0,340.0,,31.0,23.0,1012.0,9999.0,,30.0,SCT,,,,,,,035T,FEW,METAR SBAT 081600Z 34008KT 9999 SCT030 FEW035TCU 31/23 Q1012=,-,08/01/2025 16:00
SBAT,08/01/2025 17:00,7.0,330.0,,31.0,24.0,1011.0,9999.0,,30.0,SCT,,,,,,,035T,FEW,METAR SBAT 081700Z 33007KT 9999 SCT030 FEW035TCU 31/24 Q1011=,-,08/01/2025 17:00
SBAT,08/01/2025 18:00,7.0,340.0,,32.0,23.0,1010.0,9999.0,,30.0,SCT,,,,,,,035T,FEW,METAR SBAT 081800Z 34007KT 9999 SCT030 FEW035TCU 32/23 Q1010=,-,08/01/2025 18:00
SBAT,08/01/2025 19:00,7.0,320.0,,33.0,23.0,1008.0,9999.0,,30.0,SCT,,,,,,,035T,FEW,METAR SBAT 081900Z 32007KT 9999 SCT030 FEW035TCU 33/23 Q1008=,-,08/01/2025 19:00
SBAT,08/01/2025 20:00,7.0,300.0,,30.0,23.0,1008.0,9999.0,SHRA,30.0,SCT,,,,,,,035T,FEW,METAR SBAT 082000Z 30007KT 9999 SHRA SCT030 FEW035TCU 30/23 Q1008=,-,08/01/2025 20:00
SBAT,08/01/2025 20:00,7.0,320.0,,30.0,23.0,1008.0,7000.0,-RA,30.0,SCT,,,,,,,035T,FEW,-,SPECI SBAT 082045Z 32007KT 7000 -RA SCT030 FEW035TCU 30/23 Q1008 RESHRA=,08/01/2025 20:00
SBAT,09/01/2025 11:00,0.0,0.0,,24.0,22.0,1013.0,8000.0,,8.0,SCT,80.0,BKN,,,,,,,-,SPECI SBAT 091115Z 00000KT 8000 SCT008 BKN080 24/22 Q1013=,09/01/2025 11:00
SBAT,09/01/2025 12:00,2.0,270.0,,24.0,22.0,1013.0,9999.0,,10.0,BKN,80.0,BKN,,,,,,,METAR SBAT 091200Z 27002KT 9999 BKN010 BKN080 24/22 Q1013=,-,09/01/2025 12:00
SBAT,09/01/2025 13:00,3.0,310.0,,25.0,22.0,1014.0,9999.0,,7.0,SCT,10.0,BKN,8.0,BKN,,,,,METAR SBAT 091300Z 31003KT 9999 SCT007 BKN010 BKN080 25/22 Q1014=,-,09/01/2025 13:00
SBAT,09/01/2025 14:00,4.0,320.0,,27.0,23.0,1014.0,9999.0,,12.0,BKN,90.0,BKN,,,,,,,METAR SBAT 091400Z 32004KT 9999 BKN012 BKN090 27/23 Q1014=,-,09/01/2025 14:00
SBAT,09/01/2025 15:00,6.0,340.0,,28.0,23.0,1013.0,9999.0,,15.0,BKN,90.0,BKN,,,,,,,METAR SBAT 091500Z 34006KT 9999 BKN015 BKN090 28/23 Q1013=,-,09/01/2025 15:00
SBAT,09/01/2025 16:00,6.0,340.0,,30.0,24.0,1012.0,9999.0,,17.0,BKN,100.0,BKN,,,,,,,METAR SBAT 091600Z 34006KT 9999 BKN017 BKN100 30/24 Q1012=,-,09/01/2025 16:00
SBAT,09/01/2025 17:00,8.0,340.0,,30.0,23.0,1011.0,9999.0,-RA,17.0,SCT,20.0,SCT,,,,,023T,FEW,METAR SBAT 091700Z 34008KT 9999 -RA SCT017 SCT020 FEW023TCU 30/23 Q1011=,-,09/01/2025 17:00
SBAT,09/01/2025 18:00,6.0,330.0,,31.0,23.0,1010.0,9999.0,,25.0,SCT,,,,,,,030T,FEW,METAR SBAT 091800Z 33006KT 9999 SCT025 FEW030TCU 31/23 Q1010=,-,09/01/2025 18:00
SBAT,09/01/2025 19:00,6.0,330.0,,31.0,23.0,1009.0,9999.0,VCSH,25.0,SCT,,,,,,,030T,FEW,METAR SBAT 091900Z 33006KT 9999 VCSH SCT025 FEW030TCU 31/23 Q1009=,-,09/01/2025 19:00
SBAT,09/01/2025 20:00,4.0,330.0,,30.0,22.0,1007.0,9999.0,,25.0,FEW,,,,,,,030T,FEW,METAR SBAT 092000Z 33004KT 9999 FEW025 FEW030TCU 30/22 Q1007=,-,09/01/2025 20:00
SBAT,09/01/2025 20:00,3.0,330.0,,30.0,23.0,1007.0,9999.0,,25.0,FEW,,,,,,,,,-,SPECI SBAT 092045Z 33003KT 9999 FEW025 30/23 Q1007=,09/01/2025 20:00
SBAT,10/01/2025 11:00,0.0,0.0,,25.0,23.0,1013.0,7000.0,,12.0,FEW,90.0,BKN,,,,,,,-,SPECI SBAT 101115Z 00000KT 7000 FEW012 BKN090 25/23 Q1013=,10/01/2025 11:00
SBAT,10/01/2025 12:00,2.0,300.0,,26.0,23.0,1013.0,8000.0,,12.0,SCT,90.0,BKN,,,,,,,METAR SBAT 101200Z 30002KT 8000 SCT012 BKN090 26/23 Q1013=,-,10/01/2025 12:00
SBAT,10/01/2025 13:00,5.0,340.0,,28.0,23.0,1014.0,9999.0,,15.0,FEW,90.0,BKN,,,,,,,METAR SBAT 101300Z 34005KT 9999 FEW015 BKN090 28/23 Q1014=,-,10/01/2025 13:00
SBAT,10/01/2025 14:00,5.0,340.0,,29.0,24.0,1014.0,9999.0,,17.0,FEW,90.0,BKN,,,,,,,METAR SBAT 101400Z 34005KT 9999 FEW017 BKN090 29/24 Q1014=,-,10/01/2025 14:00
SBAT,10/01/2025 15:00,4.0,330.0,,29.0,23.0,1013.0,9999.0,-RA,20.0,FEW,90.0,BKN,,,,,,,METAR SBAT 101500Z 33004KT 9999 2000SW -RA FEW020 BKN090 29/23 Q1013=,-,10/01/2025 15:00
SBAT,10/01/2025 15:00,10.0,240.0,,27.0,23.0,1013.0,2000.0,RA,20.0,FEW,90.0,BKN,,,,,,,-,SPECI SBAT 101505Z 24010KT 2000 RA FEW020 BKN090 27/23 Q1013=,10/01/2025 15:00
