estacao,datahora,wspd,wdir,gust,dryt,dewp,pres,vis,tp,altn1,qn1,altn2,qn2,altn3,qn3,altn4,qn4,altncb,qncb,metar,speci,data_hora
SBRB,11/01/2025 23:00,6.0,10.0,,29.0,24.0,1008.0,9999.0,,40.0,SCT,,,,,,,035T,FEW,METAR SBRB 112300Z 01006KT 9999 FEW035TCU SCT040 29/24 Q1008=,-,11/01/2025 23:00
SBRB,12/01/2025 00:00,4.0,350.0,,28.0,24.0,1009.0,9999.0,VCTS,40.0,SCT,,,,,,,030,FEW,METAR SBRB 120000Z 35004KT 9999 VCTS FEW030CB SCT040 28/24 Q1009=,-,12/01/2025 00:00
SBRB,12/01/2025 01:00,2.0,320.0,,26.0,25.0,1010.0,9999.0,VCTS,40.0,SCT,,,,,,,030,FEW,METAR SBRB 120100Z 32002KT 9999 VCTS FEW030CB SCT040 26/25 Q1010=,-,12/01/2025 01:00
SBRB,12/01/2025 02:00,5.0,260.0,,27.0,24.0,1011.0,9999.0,VCTS,50.0,SCT,,,,,,,030,FEW,METAR SBRB 120200Z 26005KT 9999 VCTS FEW030CB SCT050 27/24 Q1011=,-,12/01/2025 02:00
SBRB,12/01/2025 03:00,0.0,0.0,,26.0,24.0,1012.0,9999.0,VCTS,25.0,FEW,60.0,SCT,,,,,030,FEW,METAR SBRB 120300Z 00000KT 9999 VCTS FEW025 FEW030CB SCT060 26/24 Q1012=,-,12/01/2025 03:00
SBRB,12/01/2025 04:00,3.0,220.0,,25.0,24.0,1012.0,9999.0,,25.0,FEW,70.0,SCT,,,,,030T,FEW,METAR SBRB 120400Z 22003KT 9999 FEW025 FEW030TCU SCT070 25/24 Q1012=,-,12/01/2025 04:00
SBRB,12/01/2025 05:00,0.0,0.0,,25.0,24.0,1011.0,9999.0,VCTS,25.0,FEW,80.0,SCT,,,,,030,FEW,METAR SBRB 120500Z 00000KT 9999 VCTS FEW025 FEW030CB SCT080 25/24 Q1011=,-,12/01/2025 05:00
SBRB,12/01/2025 06:00,2.0,70.0,,24.0,24.0,1010.0,9999.0,VCTS,25.0,FEW,100.0,SCT,,,,,030,FEW,METAR SBRB 120600Z 07002KT 9999 VCTS FEW025 FEW030CB SCT100 24/24 Q1010=,-,12/01/2025 06:00
SBRB,12/01/2025 07:00,1.0,20.0,,24.0,24.0,1010.0,9999.0,VCTS,25.0,FEW,100.0,SCT,,,,,030,FEW,METAR SBRB 120700Z 02001KT 9999 VCTS FEW025 FEW030CB SCT100 24/24 Q1010=,-,12/01/2025 07:00
SBRB,12/01/2025 08:00,3.0,70.0,,25.0,24.0,1010.0,9999.0,VCTS,25.0,FEW,100.0,SCT,,,,,030,FEW,METAR SBRB 120800Z 07003KT 9999 VCTS FEW025 FEW030CB SCT100 25/24 Q1010=,-,12/01/2025 08:00
SBRB,12/01/2025 09:00,3.0,90.0,,25.0,24.0,1010.0,9999.0,VCTS,25.0,FEW,100.0,SCT,,,,,030,FEW,METAR SBRB 120900Z 09003KT 9999 VCTS FEW025 FEW030CB SCT100 25/24 Q1010=,-,12/01/2025 09:00
SBRB,12/01/2025 10:00,2.0,30.0,,25.0,24.0,1011.0,9999.0,TS,25.0,FEW,60.0,BKN,,,,,030,FEW,METAR SBRB 121000Z 03002KT 9999 TS FEW025 FEW030CB BKN060 25/24 Q1011=,-,12/01/2025 10:00
SBRB,12/01/2025 11:00,3.0,280.0,,25.0,24.0,1012.0,9999.0,TS,5.0,FEW,80.0,BKN,,,,,030,FEW,METAR SBRB 121100Z 28003KT 9999 TS FEW005 FEW030CB BKN080 25/24 Q1012=,-,12/01/2025 11:00
SBRB,12/01/2025 12:00,3.0,280.0,,25.0,24.0,1012.0,9000.0,-SHRA,6.0,FEW,80.0,BKN,,,,,030T,FEW,METAR SBRB 121200Z 28003KT 9000 -SHRA FEW006 FEW030TCU BKN080 25/24 Q1012 RETS=,-,12/01/2025 12:00
SBRB,12/01/2025 13:00,3.0,320.0,,25.0,24.0,1013.0,9999.0,,6.0,SCT,80.0,BKN,,,,,,,METAR SBRB 121300Z 32003KT 9999 SCT006 BKN080 25/24 Q1013=,-,12/01/2025 13:00
SBRB,12/01/2025 14:00,6.0,280.0,,27.0,24.0,1013.0,9999.0,,9.0,SCT,80.0,BKN,,,,,,,METAR SBRB 121400Z 28006KT 9999 SCT009 BKN080 27/24 Q1013=,-,12/01/2025 14:00
SBRB,12/01/2025 15:00,7.0,270.0,,28.0,24.0,1013.0,9999.0,,13.0,SCT,100.0,BKN,,,,,,,METAR SBRB 121500Z 27007KT 9999 SCT013 BKN100 28/24 Q1013=,-,12/01/2025 15:00
SBRB,12/01/2025 16:00,4.0,270.0,,29.0,24.0,1013.0,9999.0,,15.0,SCT,100.0,BKN,,,,,,,METAR SBRB 121600Z 27004KT 9999 SCT015 BKN100 29/24 Q1013=,-,12/01/2025 16:00
SBRB,12/01/2025 17:00,5.0,290.0,,30.0,24.0,1011.0,9999.0,,18.0,BKN,100.0,BKN,,,,,,,METAR SBRB 121700Z 29005KT 9999 BKN018 BKN100 30/24 Q1011=,-,12/01/2025 17:00
SBRB,12/01/2025 18:00,4.0,360.0,,29.0,25.0,1010.0,9999.0,,21.0,BKN,100.0,BKN,,,,,,,METAR SBRB 121800Z 36004KT 9999 BKN021 BKN100 29/25 Q1010=,-,12/01/2025 18:00
SBRB,12/01/2025 19:00,4.0,60.0,,30.0,25.0,1009.0,9999.0,VCSH,30.0,BKN,100.0,BKN,,,,,033T,FEW,METAR SBRB 121900Z 06004KT 9999 VCSH BKN030 FEW033TCU BKN100 30/25 Q1009=,-,12/01/2025 19:00
SBRB,12/01/2025 19:00,11.0,230.0,,26.0,24.0,1009.0,1000.0,-TSRA,19.0,BKN,100.0,BKN,,,,,033,FEW,-,SPECI SBRB 121935Z 23011KT 1000 R24///// R06/P2000 -TSRA BKN019 FEW033CB BKN100 26/24 Q1009=,12/01/2025 19:00
SBRB,12/01/2025 20:00,9.0,220.0,,24.0,24.0,1009.0,5000.0,-TSRA,19.0,BKN,100.0,BKN,,,,,033,FEW,METAR SBRB 122000Z 22009KT 5000 -TSRA BKN019 FEW033CB BKN100 24/24 Q1009=,-,12/01/2025 20:00
SBRB,12/01/2025 21:00,2.0,210.0,,25.0,24.0,1009.0,8000.0,-TSRA,25.0,BKN,100.0,BKN,,,,,036,FEW,METAR SBRB 122100Z 21002KT 8000 -TSRA VCSH BKN025 FEW036CB BKN100 25/24 Q1009=,-,12/01/2025 21:00
SBRB,12/01/2025 22:00,6.0,20.0,,25.0,24.0,1009.0,9999.0,TS,3.0,SCT,25.0,BKN,8.0,OVC,,,036,FEW,METAR SBRB 122200Z 02006KT 9999 TS SCT003 BKN025 FEW036CB OVC083 25/24 Q1009=,-,12/01/2025 22:00
SBRB,12/01/2025 23:00,4.0,50.0,,24.0,23.0,1009.0,9000.0,-RA,5.0,SCT,25.0,SCT,8.0,OVC,,,036T,FEW,METAR SBRB 122300Z 05004KT 9000 -RA SCT005 SCT025 FEW036TCU OVC083 24/23 Q1009 RETS=,-,12/01/2025 23:00
SBRB,13/01/2025 00:00,2.0,90.0,,24.0,23.0,1009.0,9000.0,-RA,7.0,SCT,25.0,SCT,8.0,OVC,,,036T,FEW,METAR SBRB 130000Z 09002KT 9000 -RA SCT007 SCT025 FEW036TCU OVC083 24/23 Q1009=,-,13/01/2025 00:00
SBRB,13/01/2025 01:00,2.0,250.0,,24.0,23.0,1010.0,9999.0,,7.0,FEW,25.0,SCT,8.0,BKN,,,036T,FEW,METAR SBRB 130100Z 25002KT 9999 FEW007 SCT025 FEW036TCU BKN083 24/23 Q1010=,-,13/01/2025 01:00
SBRB,13/01/2025 02:00,3.0,70.0,,24.0,23.0,1011.0,8000.0,,3.0,SCT,25.0,SCT,8.0,BKN,,,,,METAR SBRB 130200Z 07003KT 8000 SCT003 SCT025 BKN083 24/23 Q1011=,-,13/01/2025 02:00
SBRB,13/01/2025 03:00,0.0,0.0,,24.0,24.0,1012.0,8000.0,,3.0,SCT,10.0,BKN,,,,,,,METAR SBRB 130300Z 00000KT 8000 SCT003 BKN010 24/24 Q1012=,-,13/01/2025 03:00
SBRB,13/01/2025 04:00,3.0,10.0,,24.0,24.0,1013.0,400.0,FG,2.0,OVC,,,,,,,,,METAR SBRB 130400Z 01003KT 0400 R24///// R06/P2000 FG VV002 24/24 Q1013=,-,13/01/2025 04:00
SBRB,13/01/2025 04:00,3.0,360.0,,24.0,24.0,1012.0,1000.0,BR,2.0,BKN,,,,,,,,,-,SPECI SBRB 130425Z 36003KT 1000 R24///// R06/P2000 BR BKN002 24/24 Q1012=,13/01/2025 04:00
SBRB,13/01/2025 04:00,4.0,20.0,,24.0,24.0,1012.0,3000.0,BR,2.0,BKN,,,,,,,,,-,SPECI SBRB 130437Z 02004KT 3000 BR BKN002 24/24 Q1012=,13/01/2025 04:00
SBRB,13/01/2025 05:00,4.0,360.0,,24.0,24.0,1012.0,5000.0,BR,2.0,BKN,,,,,,,,,METAR SBRB 130500Z 36004KT 5000 BR BKN002 24/24 Q1012=,-,13/01/2025 05:00
SBRB,13/01/2025 05:00,2.0,,,24.0,23.0,1011.0,800.0,FG,2.0,OVC,,,,,,,,,-,SPECI SBRB 130536Z VRB02KT 0800 R24///// R06/P2000 FG VV002 24/23 Q1011=,13/01/2025 05:00
SBRB,13/01/2025 06:00,2.0,,,24.0,23.0,1011.0,2000.0,BR,2.0,OVC,,,,,,,,,METAR SBRB 130600Z VRB02KT 2000 BR OVC002 24/23 Q1011=,-,13/01/2025 06:00
SBRB,13/01/2025 07:00,2.0,320.0,,24.0,23.0,1011.0,4000.0,BR,2.0,BKN,,,,,,,,,METAR SBRB 130700Z 32002KT 4000 BR BKN002 24/23 Q1011=,-,13/01/2025 07:00
SBRB,13/01/2025 08:00,1.0,340.0,,24.0,23.0,1011.0,5000.0,BR,2.0,OVC,,,,,,,,,METAR SBRB 130800Z 34001KT 5000 BR OVC002 24/23 Q1011=,-,13/01/2025 08:00
SBRB,13/01/2025 09:00,2.0,330.0,,24.0,23.0,1010.0,5000.0,BR,2.0,BKN,,,,,,,,,METAR SBRB 130900Z 33002KT 5000 BR BKN002 24/23 Q1010=,-,13/01/2025 09:00
SBRB,13/01/2025 10:00,4.0,10.0,,24.0,23.0,1010.0,5000.0,BR,2.0,BKN,,,,,,,,,METAR SBRB 131000Z 01004KT 5000 BR BKN002 24/23 Q1010=,-,13/01/2025 10:00
SBRB,13/01/2025 11:00,2.0,300.0,,24.0,23.0,1011.0,1500.0,BR,2.0,BKN,,,,,,,,,METAR SBRB 131100Z 30002KT 1500 R24///// R06/P2000 BR BKN002 24/23 Q1011=,-,13/01/2025 11:00
SBRB,13/01/2025 12:00,2.0,30.0,,24.0,24.0,1011.0,5000.0,BR,2.0,BKN,,,,,,,,,METAR SBRB 131200Z 03002KT 5000 BR BKN002 24/24 Q1011=,-,13/01/2025 12:00
SBRB,13/01/2025 12:00,0.0,0.0,,25.0,24.0,1011.0,8000.0,,6.0,BKN,,,,,,,,,-,SPECI SBRB 131223Z 00000KT 8000 BKN006 25/24 Q1011=,13/01/2025 12:00
SBRB,13/01/2025 13:00,3.0,280.0,,26.0,24.0,1012.0,9999.0,,8.0,BKN,100.0,BKN,,,,,,,METAR SBRB 131300Z 28003KT 190V340 9999 BKN008 BKN100 26/24 Q1012=,-,13/01/2025 13:00
SBRB,13/01/2025 14:00,4.0,310.0,,27.0,24.0,1034.0,8000.0,-RA,10.0,BKN,100.0,BKN,,,,,,,METAR SBRB 131400Z 31004KT 8000 -RA BKN010 BKN100 27/24 Q1034=,-,13/01/2025 14:00
SBRB,13/01/2025 15:00,5.0,320.0,,29.0,24.0,1012.0,9999.0,,15.0,SCT,100.0,BKN,,,,,,,METAR SBRB 131500Z 32005KT 9999 SCT015 BKN100 29/24 Q1012=,-,13/01/2025 15:00
SBRB,13/01/2025 16:00,5.0,340.0,,28.0,25.0,1012.0,9999.0,,15.0,BKN,100.0,BKN,,,,,,,METAR SBRB 131600Z 34005KT 9999 BKN015 BKN100 28/25 Q1012=,-,13/01/2025 16:00
SBRB,13/01/2025 17:00,3.0,320.0,,30.0,25.0,1011.0,5000.0,-SHRA,15.0,BKN,100.0,BKN,,,,,,,METAR SBRB 131700Z 32003KT 5000 -SHRA BKN015 BKN100 30/25 Q1011=,-,13/01/2025 17:00
SBRB,13/01/2025 18:00,6.0,340.0,,29.0,24.0,1010.0,9999.0,VCSH,20.0,BKN,100.0,BKN,,,,,025T,FEW,METAR SBRB 131800Z 34006KT 9999 VCSH BKN020 FEW025TCU BKN100 29/24 Q1010=,-,13/01/2025 18:00
SBRB,13/01/2025 19:00,4.0,330.0,,25.0,23.0,1009.0,9999.0,VCSH,20.0,BKN,100.0,BKN,,,,,025T,FEW,METAR SBRB 131900Z 33004KT 9999 VCSH BKN020 FEW025TCU BKN100 25/23 Q1009=,-,13/01/2025 19:00
SBRB,13/01/2025 20:00,8.0,340.0,,25.0,24.0,1009.0,7000.0,-TSRA,10.0,SCT,50.0,BKN,,,,,025,FEW,METAR SBRB 132000Z 34008KT 7000 -TSRA SCT010 FEW025CB BKN050 25/24 Q1009=,-,13/01/2025 20:00
SBRB,13/01/2025 21:00,6.0,10.0,,25.0,24.0,1007.0,8000.0,VCSH,10.0,FEW,50.0,BKN,,,,,025,FEW,METAR SBRB 132100Z 01006KT 8000 VCSH VCTS FEW010 FEW025CB BKN050 25/24 Q1007 RETS=,-,13/01/2025 21:00
SBRB,13/01/2025 22:00,3.0,290.0,,25.0,24.0,1007.0,8000.0,VCSH,50.0,SCT,100.0,BKN,,,,,025T,FEW,METAR SBRB 132200Z 29003KT 8000 VCSH FEW025TCU SCT050 BKN100 25/24 Q1007=,-,13/01/2025 22:00
SBRB,13/01/2025 23:00,2.0,10.0,,25.0,24.0,1008.0,9999.0,VCSH,100.0,SCT,,,,,,,025T,FEW,METAR SBRB 132300Z 01002KT 9999 VCSH FEW025TCU SCT100 25/24 Q1008=,-,13/01/2025 23:00
SBRB,14/01/2025 00:00,2.0,160.0,,24.0,24.0,1009.0,9999.0,,100.0,SCT,,,,,,,025T,FEW,METAR SBRB 140000Z 16002KT 9999 FEW025TCU SCT100 24/24 Q1009=,-,14/01/2025 00:00
SBRB,14/01/2025 01:00,3.0,10.0,,24.0,24.0,1010.0,9999.0,,20.0,SCT,,,,,,,,,METAR SBRB 140100Z 01003KT 9999 SCT020 24/24 Q1010=,-,14/01/2025 01:00
SBRB,14/01/2025 02:00,4.0,10.0,,24.0,24.0,1011.0,9999.0,,20.0,FEW,100.0,SCT,,,,,,,METAR SBRB 140200Z 01004KT 9999 FEW020 SCT100 24/24 Q1011=,-,14/01/2025 02:00
SBRB,14/01/2025 03:00,5.0,240.0,,24.0,24.0,1011.0,9999.0,,,,,,,,,,,,METAR SBRB 140300Z 24005KT CAVOK 24/24 Q1011=,-,14/01/2025 03:00
SBRB,14/01/2025 04:00,5.0,20.0,,24.0,24.0,1011.0,9999.0,,,,,,,,,,,,METAR SBRB 140400Z 02005KT CAVOK 24/24 Q1011=,-,14/01/2025 04:00
SBRB,14/01/2025 05:00,6.0,360.0,,24.0,23.0,1010.0,9999.0,,,,,,,,,,,,METAR SBRB 140500Z 36006KT CAVOK 24/23 Q1010=,-,14/01/2025 05:00
SBRB,14/01/2025 06:00,3.0,360.0,,24.0,23.0,1010.0,9999.0,,25.0,SCT,100.0,SCT,,,,,,,METAR SBRB 140600Z 36003KT 9999 SCT025 SCT100 24/23 Q1010=,-,14/01/2025 06:00
SBRB,14/01/2025 07:00,5.0,360.0,,24.0,23.0,1010.0,9999.0,,25.0,SCT,83.0,BKN,,,,,036T,FEW,METAR SBRB 140700Z 36005KT 9999 SCT025 FEW036TCU BKN083 24/23 Q1010=,-,14/01/2025 07:00
SBRB,14/01/2025 08:00,5.0,50.0,,24.0,23.0,1009.0,9999.0,VCTS,25.0,SCT,83.0,BKN,,,,,036,FEW,METAR SBRB 140800Z 05005KT 9999 VCTS SCT025 FEW036CB BKN083 24/23 Q1009=,-,14/01/2025 08:00
SBRB,14/01/2025 09:00,6.0,40.0,,24.0,24.0,1009.0,9999.0,TS,4.0,SCT,25.0,BKN,8.0,BKN,,,036,FEW,METAR SBRB 140900Z 04006KT 9999 TS SCT004 BKN025 FEW036CB BKN083 24/24 Q1009=,-,14/01/2025 09:00
SBRB,14/01/2025 09:00,5.0,10.0,,24.0,23.0,1009.0,9999.0,,6.0,SCT,25.0,SCT,8.0,BKN,,,036T,FEW,-,SPECI SBRB 140938Z 01005KT 9999 SCT006 SCT025 FEW036TCU BKN083 24/23 Q1009 RETS=,14/01/2025 09:00
SBRB,14/01/2025 10:00,6.0,360.0,,24.0,23.0,1009.0,9999.0,,7.0,SCT,25.0,SCT,8.0,BKN,,,036T,FEW,METAR SBRB 141000Z 36006KT 9999 SCT007 SCT025 FEW036TCU BKN083 24/23 Q1009 RETS=,-,14/01/2025 10:00
SBRB,14/01/2025 11:00,5.0,10.0,,24.0,23.0,1010.0,9999.0,,7.0,SCT,83.0,BKN,,,,,,,METAR SBRB 141100Z 01005KT 9999 SCT007 BKN083 24/23 Q1010=,-,14/01/2025 11:00
SBRB,14/01/2025 12:00,5.0,10.0,,24.0,24.0,1010.0,9999.0,,7.0,SCT,30.0,SCT,8.0,BKN,,,,,METAR SBRB 141200Z 01005KT 9999 SCT007 SCT030 BKN083 24/24 Q1010=,-,14/01/2025 12:00
SBRB,14/01/2025 12:00,5.0,10.0,,25.0,24.0,1011.0,9999.0,,8.0,BKN,30.0,SCT,8.0,BKN,,,,,-,SPECI SBRB 141213Z 01005KT 9999 BKN008 SCT030 BKN083 25/24 Q1011=,14/01/2025 12:00
SBRB,14/01/2025 13:00,5.0,340.0,,25.0,23.0,1011.0,9999.0,,8.0,BKN,30.0,SCT,8.0,BKN,,,,,METAR SBRB 141300Z 34005KT 9999 BKN008 SCT030 BKN083 25/23 Q1011=,-,14/01/2025 13:00
SBRB,14/01/2025 14:00,5.0,330.0,,27.0,23.0,1012.0,9999.0,,10.0,BKN,30.0,SCT,8.0,BKN,,,,,METAR SBRB 141400Z 33005KT 9999 BKN010 SCT030 BKN083 27/23 Q1012=,-,14/01/2025 14:00
SBRB,14/01/2025 15:00,5.0,310.0,,28.0,23.0,1012.0,9999.0,,10.0,SCT,83.0,BKN,,,,,,,METAR SBRB 141500Z 31005KT 9999 SCT010 BKN083 28/23 Q1012=,-,14/01/2025 15:00
SBRB,14/01/2025 16:00,7.0,290.0,,29.0,24.0,1022.0,9999.0,,20.0,SCT,100.0,SCT,,,,,,,METAR SBRB 141600Z 29007KT 9999 SCT020 SCT100 29/24 Q1022=,-,14/01/2025 16:00
SBRB,14/01/2025 17:00,5.0,310.0,,30.0,23.0,1010.0,9999.0,,20.0,BKN,100.0,BKN,,,,,,,METAR SBRB 141700Z 31005KT 9999 BKN020 BKN100 30/23 Q1010=,-,14/01/2025 17:00
SBRB,14/01/2025 18:00,4.0,290.0,,27.0,24.0,1010.0,8000.0,,20.0,BKN,100.0,BKN,,,,,,,METAR SBRB 141800Z 29004KT 8000 BKN020 BKN100 27/24 Q1010=,-,14/01/2025 18:00
SBRB,14/01/2025 19:00,2.0,330.0,,28.0,26.0,1009.0,9999.0,SHRA,20.0,BKN,100.0,BKN,,,,,,,METAR SBRB 141900Z 33002KT 9999 SHRA BKN020 BKN100 28/26 Q1009=,-,14/01/2025 19:00
SBRB,14/01/2025 20:00,7.0,330.0,,29.0,24.0,1008.0,9999.0,,25.0,SCT,,,,,,,,,METAR SBRB 142000Z 33007KT 9999 SCT025 29/24 Q1008 RESHRA=,-,14/01/2025 20:00
SBRB,14/01/2025 21:00,6.0,330.0,,30.0,24.0,1007.0,9999.0,,25.0,FEW,,,,,,,,,METAR SBRB 142100Z 33006KT 9999 FEW025 30/24 Q1007=,-,14/01/2025 21:00
SBRB,14/01/2025 22:00,5.0,320.0,,30.0,24.0,1007.0,9999.0,,30.0,FEW,,,,,,,,,METAR SBRB 142200Z 32005KT 9999 FEW030 30/24 Q1007=,-,14/01/2025 22:00
SBRB,14/01/2025 23:00,2.0,350.0,,28.0,24.0,1007.0,9999.0,,30.0,FEW,,,,,,,,,METAR SBRB 142300Z 35002KT 9999 FEW030 28/24 Q1007=,-,14/01/2025 23:00
SBRB,15/01/2025 00:00,2.0,70.0,,26.0,25.0,1008.0,9999.0,,40.0,FEW,,,,,,,,,METAR SBRB 150000Z 07002KT 9999 FEW040 26/25 Q1008=,-,15/01/2025 00:00
SBRB,15/01/2025 01:00,0.0,0.0,,25.0,25.0,1009.0,9999.0,,,,,,,,,,,,METAR SBRB 150100Z 00000KT CAVOK 25/25 Q1009=,-,15/01/2025 01:00
SBRB,15/01/2025 02:00,2.0,40.0,,25.0,25.0,1010.0,9999.0,,,,,,,,,,,,METAR SBRB 150200Z 04002KT CAVOK 25/25 Q1010=,-,15/01/2025 02:00
SBRB,15/01/2025 03:00,2.0,340.0,,25.0,24.0,1010.0,9999.0,,,,,,,,,,,,METAR SBRB 150300Z 34002KT CAVOK 25/24 Q1010=,-,15/01/2025 03:00
SBRB,15/01/2025 04:00,2.0,340.0,,25.0,24.0,1010.0,9999.0,,,,,,,,,,,,METAR SBRB 150400Z 34002KT CAVOK 25/24 Q1010=,-,15/01/2025 04:00
SBRB,15/01/2025 05:00,2.0,340.0,,26.0,24.0,1010.0,9999.0,,,,,,,,,,,,METAR SBRB 150500Z 34002KT CAVOK 26/24 Q1010=,-,15/01/2025 05:00
SBRB,15/01/2025 06:00,0.0,0.0,,25.0,24.0,1009.0,9999.0,,,,,,,,,,,,METAR SBRB 150600Z 00000KT CAVOK 25/24 Q1009=,-,15/01/2025 06:00
SBRB,15/01/2025 07:00,2.0,60.0,,24.0,24.0,1009.0,9999.0,,,,,,,,,,,,METAR SBRB 150700Z 06002KT CAVOK 24/24 Q1009=,-,15/01/2025 07:00
SBRB,15/01/2025 08:00,2.0,360.0,,25.0,24.0,1009.0,9999.0,,,,,,,,,,,,METAR SBRB 150800Z 36002KT CAVOK 25/24 Q1009=,-,15/01/2025 08:00
SBRB,15/01/2025 09:00,2.0,330.0,,25.0,24.0,1009.0,9999.0,,,,,,,,,,,,METAR SBRB 150900Z 33002KT CAVOK 25/24 Q1009=,-,15/01/2025 09:00
SBRB,15/01/2025 10:00,2.0,300.0,,24.0,24.0,1009.0,9999.0,,,,,,,,,,,,METAR SBRB 151000Z 30002KT CAVOK 24/24 Q1009=,-,15/01/2025 10:00
SBRB,15/01/2025 11:00,2.0,350.0,,24.0,24.0,1010.0,9999.0,,,,,,,,,,,,METAR SBRB 151100Z 35002KT CAVOK 24/24 Q1010=,-,15/01/2025 11:00
SBRB,15/01/2025 12:00,1.0,10.0,,26.0,24.0,1011.0,9999.0,,,,,,,,,,,,METAR SBRB 151200Z 01001KT CAVOK 26/24 Q1011=,-,15/01/2025 12:00
SBRB,15/01/2025 13:00,2.0,20.0,,27.0,25.0,1012.0,9999.0,,,,,,,,,,,,METAR SBRB 151300Z 02002KT CAVOK 27/25 Q1012=,-,15/01/2025 13:00
SBRB,15/01/2025 14:00,5.0,360.0,,28.0,25.0,1012.0,9999.0,,20.0,FEW,70.0,BKN,,,,,,,METAR SBRB 151400Z 36005KT 9999 FEW020 BKN070 28/25 Q1012=,-,15/01/2025 14:00
SBRB,15/01/2025 15:00,7.0,360.0,,29.0,25.0,1012.0,9999.0,,20.0,BKN,83.0,SCT,,,,,,,METAR SBRB 151500Z 36007KT 330V040 9999 BKN020 SCT083 29/25 Q1012=,-,15/01/2025 15:00
SBRB,15/01/2025 15:00,6.0,350.0,,28.0,25.0,1011.0,4000.0,-RA,20.0,BKN,83.0,BKN,,,,,036T,FEW,-,SPECI SBRB 151544Z 35006KT 300V040 4000 -RA BR BKN020 FEW036TCU BKN083 28/25 Q1011=,15/01/2025 15:00
SBRB,15/01/2025 16:00,7.0,350.0,,28.0,25.0,1011.0,4000.0,-TSRA,20.0,BKN,83.0,BKN,,,,,040,FEW,METAR SBRB 151600Z 35007KT 320V030 4000 -TSRA BKN020 FEW040CB BKN083 28/25 Q1011=,-,15/01/2025 16:00
SBRB,15/01/2025 16:00,4.0,340.0,,28.0,25.0,1011.0,9000.0,TS,25.0,BKN,83.0,BKN,,,,,040,FEW,-,SPECI SBRB 151631Z 34004KT 300V020 9000 TS BKN025 FEW040CB BKN083 28/25 Q1011=,15/01/2025 16:00
SBRB,15/01/2025 17:00,3.0,350.0,,28.0,25.0,1010.0,9999.0,TS,25.0,SCT,83.0,BKN,,,,,040,FEW,METAR SBRB 151700Z 35003KT 9999 TS SCT025 FEW040CB BKN083 28/25 Q1010=,-,15/01/2025 17:00
SBRB,15/01/2025 18:00,5.0,360.0,,29.0,25.0,1009.0,9999.0,TS,12.0,FEW,30.0,SCT,8.0,BKN,,,040,FEW,METAR SBRB 151800Z 36005KT 9999 TS VCSH FEW012 SCT030 FEW040CB BKN083 29/25 Q1009=,-,15/01/2025 18:00
SBRB,15/01/2025 18:00,12.0,350.0,,25.0,24.0,1009.0,4000.0,-TSRA,12.0,SCT,30.0,BKN,8.0,BKN,,,040,FEW,-,SPECI SBRB 151832Z 35012KT 4000 -TSRA VCSH SCT012 BKN030 FEW040CB BKN083 25/24 Q1009=,15/01/2025 18:00
SBRB,15/01/2025 19:00,9.0,330.0,,24.0,23.0,1008.0,6000.0,-TSRA,12.0,FEW,30.0,BKN,8.0,BKN,,,040,FEW,METAR SBRB 151900Z 33009KT 6000 -TSRA FEW012 BKN030 FEW040CB BKN083 24/23 Q1008=,-,15/01/2025 19:00
SBRB,15/01/2025 20:00,3.0,290.0,,26.0,23.0,1007.0,9999.0,,12.0,FEW,30.0,BKN,8.0,BKN,,,,,METAR SBRB 152000Z 29003KT 9999 FEW012 BKN030 BKN083 26/23 Q1007 RETS=,-,15/01/2025 20:00
SBRB,15/01/2025 21:00,2.0,210.0,,26.0,24.0,1007.0,9999.0,,12.0,FEW,30.0,BKN,8.0,BKN,,,,,METAR SBRB 152100Z 21002KT 9999 FEW012 BKN030 BKN083 26/24 Q1007=,-,15/01/2025 21:00
SBRB,15/01/2025 22:00,0.0,0.0,,26.0,24.0,1007.0,9999.0,,12.0,FEW,40.0,SCT,10.0,BKN,,,,,METAR SBRB 152200Z 00000KT 9999 FEW012 SCT040 BKN100 26/24 Q1007=,-,15/01/2025 22:00
SBRB,15/01/2025 23:00,3.0,340.0,,26.0,25.0,1008.0,9999.0,,12.0,FEW,40.0,SCT,10.0,BKN,,,,,METAR SBRB 152300Z 34003KT 9999 FEW012 SCT040 BKN100 26/25 Q1008=,-,15/01/2025 23:00
SBRB,16/01/2025 00:00,7.0,30.0,,25.0,24.0,1009.0,9999.0,,12.0,FEW,100.0,BKN,,,,,,,METAR SBRB 160000Z 03007KT 9999 FEW012 BKN100 25/24 Q1009 RERA=,-,16/01/2025 00:00
SBRB,16/01/2025 01:00,6.0,30.0,,25.0,24.0,1010.0,9999.0,,12.0,FEW,100.0,SCT,,,,,,,METAR SBRB 160100Z 03006KT 9999 FEW012 SCT100 25/24 Q1010=,-,16/01/2025 01:00
SBRB,16/01/2025 02:00,6.0,20.0,,25.0,24.0,1010.0,9999.0,,12.0,FEW,100.0,SCT,,,,,,,METAR SBRB 160200Z 02006KT 9999 FEW012 SCT100 25/24 Q1010=,-,16/01/2025 02:00
SBRB,16/01/2025 03:00,6.0,30.0,,24.0,23.0,1012.0,9999.0,,12.0,FEW,100.0,SCT,,,,,,,METAR SBRB 160300Z 03006KT 9999 FEW012 SCT100 24/23 Q1012=,-,16/01/2025 03:00
