,estacao,datahora,wspd,wdir,gust,tar,prp,neb,cld,cldcb,vis,tp,datazulu
243,SWPI,2024-12-23 02:00:00,3,52,11,26,0.9,21,BKN,s,7000,TS,2024-12-23 06:00:00
244,SWPI,2024-12-23 05:00:00,2,93,16,25,1.8,21,BKN,s,7000,TS,2024-12-23 09:00:00
245,SWPI,2024-12-23 08:00:00,1,307,7,26,,2,FEW,n,9999,,2024-12-23 12:00:00
246,SWPI,2024-12-23 11:00:00,4,42,10,30,0.2,19,BKN,n,4000,BR,2024-12-23 15:00:00
247,SWPI,2024-12-23 14:00:00,5,42,11,31,0.3,1,CAVOK,n,9999,,2024-12-23 18:00:00
248,SWPI,2024-12-23 17:00:00,2,63,11,30,,1,CAVOK,n,9999,,2024-12-23 21:00:00
249,SWPI,2024-12-23 20:00:00,1,66,4,28,,2,FEW,n,9999,,2024-12-24 00:00:00
250,SWPI,2024-12-23 23:00:00,2,118,3,27,,1,CAVOK,n,9999,,2024-12-24 03:00:00
251,SWPI,2024-12-24 02:00:00,2,107,10,25,2.7,21,BKN,s,7000,TS,2024-12-24 06:00:00
252,SWPI,2024-12-24 05:00:00,2,107,5,25,0.2,19,BKN,n,4000,BR,2024-12-24 09:00:00
253,SWPI,2024-12-24 08:00:00,4,66,10,26,0.8,21,BKN,s,7000,TS,2024-12-24 12:00:00
254,SWPI,2024-12-24 11:00:00,5,47,13,28,1.6,21,BKN,s,7000,TS,2024-12-24 15:00:00
255,SWPI,2024-12-24 14:00:00,2,89,13,29,1.7,21,BKN,s,7000,TS,2024-12-24 18:00:00
256,SWPI,2024-12-24 17:00:00,3,131,8,28,0.2,18,SCT,n,7000,,2024-12-24 21:00:00
257,SWPI,2024-12-24 20:00:00,3,123,7,26,,1,CAVOK,n,9999,,2024-12-25 00:00:00
258,SWPI,2024-12-24 23:00:00,3,160,6,26,,2,FEW,n,9999,,2024-12-25 03:00:00
259,SWPI,2024-12-25 02:00:00,3,110,10,25,2.9,21,BKN,s,7000,TS,2024-12-25 06:00:00
260,SWPI,2024-12-25 05:00:00,4,59,9,25,0.7,19,BKN,n,4000,BR,2024-12-25 09:00:00
261,SWPI,2024-12-25 08:00:00,4,42,10,24,2.1,14,BKN,s,7000,TS,2024-12-25 12:00:00
262,SWPI,2024-12-25 11:00:00,3,91,10,25,3.8,21,BKN,s,7000,TS,2024-12-25 15:00:00
263,SWPI,2024-12-25 14:00:00,3,29,10,29,0.5,19,BKN,n,4000,BR,2024-12-25 18:00:00
264,SWPI,2024-12-25 17:00:00,4,31,11,28,0.3,18,SCT,n,7000,,2024-12-25 21:00:00
265,SWPI,2024-12-25 20:00:00,1,87,8,27,,2,FEW,n,9999,,2024-12-26 00:00:00
266,SWPI,2024-12-25 23:00:00,1,96,3,26,,2,FEW,n,9999,,2024-12-26 03:00:00
267,SWPI,2024-12-26 02:00:00,3,90,6,26,1.2,21,BKN,s,7000,TS,2024-12-26 06:00:00
268,SWPI,2024-12-26 05:00:00,5,31,11,25,3.6,21,BKN,s,7000,TS,2024-12-26 09:00:00
269,SWPI,2024-12-26 08:00:00,5,100,11,24,8,14,BKN,s,7000,TS,2024-12-26 12:00:00
270,SWPI,2024-12-26 11:00:00,3,53,11,25,9,21,BKN,s,7000,TS,2024-12-26 15:00:00
271,SWPI,2024-12-26 14:00:00,2,4,10,29,0.6,19,BKN,n,4000,BR,2024-12-26 18:00:00
272,SWPI,2024-12-26 17:00:00,4,42,9,29,,2,FEW,n,9999,,2024-12-26 21:00:00
273,SWPI,2024-12-26 20:00:00,2,118,7,27,,2,FEW,n,9999,,2024-12-27 00:00:00
274,SWPI,2024-12-26 23:00:00,2,96,5,26,,2,FEW,n,9999,,2024-12-27 03:00:00
275,SWPI,2024-12-27 02:00:00,1,150,4,26,,2,FEW,n,9999,,2024-12-27 06:00:00
276,SWPI,2024-12-27 05:00:00,2,29,10,24,8,21,BKN,s,7000,TS,2024-12-27 09:00:00
277,SWPI,2024-12-27 08:00:00,2,318,10,25,6,14,BKN,s,7000,TS,2024-12-27 12:00:00
278,SWPI,2024-12-27 11:00:00,2,73,9,26,3.1,21,BKN,s,7000,TS,2024-12-27 15:00:00
279,SWPI,2024-12-27 14:00:00,4,39,10,29,0.3,21,BKN,s,7000,TS,2024-12-27 18:00:00
280,SWPI,2024-12-27 17:00:00,2,64,10,29,,2,FEW,n,9999,,2024-12-27 21:00:00
281,SWPI,2024-12-27 20:00:00,1,40,4,27,,3,SCT,n,9999,,2024-12-28 00:00:00
282,SBIH,2024-12-22 00:00:00,2,203,8,26,,2,FEW,n,9999,,2024-12-22 03:00:00
283,SBIH,2024-12-22 03:00:00,1,126,5,25,,3,SCT,n,9999,,2024-12-22 06:00:00
284,SBIH,2024-12-22 06:00:00,2,141,4,25,,2,FEW,n,9999,,2024-12-22 09:00:00
285,SBIH,2024-12-22 09:00:00,3,85,8,28,,1,CAVOK,n,9999,,2024-12-22 12:00:00
286,SBIH,2024-12-22 12:00:00,7,58,16,32,,2,FEW,n,9999,,2024-12-22 15:00:00
287,SBIH,2024-12-22 15:00:00,5,72,15,33,,2,FEW,n,9999,,2024-12-22 18:00:00
288,SBIH,2024-12-22 18:00:00,2,71,12,31,,2,FEW,n,9999,,2024-12-22 21:00:00
289,SBIH,2024-12-22 21:00:00,3,43,6,28,,1,CAVOK,n,9999,,2024-12-23 00:00:00
290,SBIH,2024-12-23 00:00:00,4,145,7,27,,2,FEW,n,9999,,2024-12-23 03:00:00
291,SBIH,2024-12-23 03:00:00,3,126,17,24,4.5,21,BKN,s,7000,TS,2024-12-23 06:00:00
292,SBIH,2024-12-23 06:00:00,4,161,9,24,,2,FEW,n,9999,,2024-12-23 09:00:00
293,SBIH,2024-12-23 09:00:00,1,108,8,26,,2,FEW,n,9999,,2024-12-23 12:00:00
294,SBIH,2024-12-23 12:00:00,5,69,14,30,0.3,18,SCT,n,7000,,2024-12-23 15:00:00
295,SBIH,2024-12-23 15:00:00,4,57,13,32,,4,SCT,n,9999,,2024-12-23 18:00:00
296,SBIH,2024-12-23 18:00:00,3,89,11,30,0.3,21,BKN,s,7000,TS,2024-12-23 21:00:00
297,SBIH,2024-12-23 21:00:00,3,88,7,27,,1,CAVOK,n,9999,,2024-12-24 00:00:00
298,SBIH,2024-12-24 00:00:00,1,83,4,26,,1,CAVOK,n,9999,,2024-12-24 03:00:00
299,SBIH,2024-12-24 03:00:00,3,220,8,25,1.7,21,BKN,s,7000,TS,2024-12-24 06:00:00
300,SBIH,2024-12-24 06:00:00,4,72,7,24,0.3,19,BKN,n,4000,BR,2024-12-24 09:00:00
301,SBIH,2024-12-24 09:00:00,4,63,10,27,,4,SCT,n,9999,,2024-12-24 12:00:00
302,SBIH,2024-12-24 12:00:00,4,78,13,30,0.5,21,BKN,s,7000,TS,2024-12-24 15:00:00
303,SBIH,2024-12-24 15:00:00,2,18,12,27,4.9,21,BKN,s,7000,TS,2024-12-24 18:00:00
304,SBIH,2024-12-24 18:00:00,2,66,9,28,0.3,18,SCT,n,7000,,2024-12-24 21:00:00
305,SBIH,2024-12-24 21:00:00,3,87,6,26,,1,CAVOK,n,9999,,2024-12-25 00:00:00
306,SBIH,2024-12-25 00:00:00,1,142,4,25,,1,CAVOK,n,9999,,2024-12-25 03:00:00
307,SBIH,2024-12-25 03:00:00,1,250,3,24,,3,SCT,n,9999,,2024-12-25 06:00:00
308,SBIH,2024-12-25 06:00:00,3,54,6,24,2.3,14,BKN,s,7000,TS,2024-12-25 09:00:00
309,SBIH,2024-12-25 09:00:00,3,101,10,25,6,14,BKN,s,7000,TS,2024-12-25 12:00:00
310,SBIH,2024-12-25 12:00:00,5,42,13,30,0.4,14,BKN,s,7000,TS,2024-12-25 15:00:00
311,SBIH,2024-12-25 15:00:00,3,29,14,29,1.1,21,BKN,s,7000,TS,2024-12-25 18:00:00
312,SBIH,2024-12-25 18:00:00,3,15,12,28,0.3,19,BKN,n,4000,BR,2024-12-25 21:00:00
313,SBIH,2024-12-25 21:00:00,0,33,5,27,0.2,21,BKN,s,7000,TS,2024-12-26 00:00:00
314,SBIH,2024-12-26 00:00:00,0,112,2,26,,2,FEW,n,9999,,2024-12-26 03:00:00
315,SBIH,2024-12-26 03:00:00,3,108,4,24,0.2,18,SCT,n,7000,,2024-12-26 06:00:00
316,SBIH,2024-12-26 06:00:00,1,103,6,24,0.7,18,SCT,n,7000,,2024-12-26 09:00:00
317,SBIH,2024-12-26 09:00:00,2,126,8,25,6,14,BKN,s,7000,TS,2024-12-26 12:00:00
318,SBIH,2024-12-26 12:00:00,3,40,11,29,0.6,21,BKN,s,7000,TS,2024-12-26 15:00:00
319,SBIH,2024-12-26 15:00:00,5,33,14,29,1.1,21,BKN,s,7000,TS,2024-12-26 18:00:00
320,SBIH,2024-12-26 18:00:00,3,104,14,28,1.2,18,SCT,n,7000,,2024-12-26 21:00:00
321,SBIH,2024-12-26 21:00:00,1,185,6,26,,2,FEW,n,9999,,2024-12-27 00:00:00
322,SBIH,2024-12-27 00:00:00,1,97,2,25,,2,FEW,n,9999,,2024-12-27 03:00:00
323,SBIH,2024-12-27 03:00:00,0,129,3,24,,2,FEW,n,9999,,2024-12-27 06:00:00
324,SBIH,2024-12-27 06:00:00,2,183,3,24,,3,SCT,n,9999,,2024-12-27 09:00:00
325,SBIH,2024-12-27 09:00:00,0,315,7,27,,3,SCT,n,9999,,2024-12-27 12:00:00
326,SBIH,2024-12-27 12:00:00,7,21,17,25,10,21,BKN,s,7000,TS,2024-12-27 15:00:00
327,SBIH,2024-12-27 15:00:00,3,42,14,30,1.6,21,BKN,s,7000,TS,2024-12-27 18:00:00
328,SBIH,2024-12-27 18:00:00,3,64,13,28,0.8,18,SCT,n,7000,,2024-12-27 21:00:00
329,SBIH,2024-12-27 21:00:00,3,66,6,26,,1,CAVOK,n,9999,,2024-12-28 00:00:00
330,SBAT,2024-12-22 02:00:00,3,111,5,23,,4,SCT,n,9999,,2024-12-22 06:00:00
331,SBAT,2024-12-22 05:00:00,2,99,6,23,,4,SCT,n,9999,,2024-12-22 09:00:00
332,SBAT,2024-12-22 08:00:00,3,106,8,25,,3,SCT,n,9999,,2024-12-22 12:00:00
333,SBAT,2024-12-22 11:00:00,2,67,11,29,0.4,21,BKN,s,7000,TS,2024-12-22 15:00:00
334,SBAT,2024-12-22 14:00:00,3,34,12,26,4.6,21,BKN,s,7000,TS,2024-12-22 18:00:00
335,SBAT,2024-12-22 17:00:00,3,75,9,28,0.3,18,SCT,n,7000,,2024-12-22 21:00:00
336,SBAT,2024-12-22 20:00:00,1,138,6,25,,3,SCT,n,9999,,2024-12-23 00:00:00
337,SBAT,2024-12-22 23:00:00,3,144,5,24,,3,SCT,n,9999,,2024-12-23 03:00:00
338,SBAT,2024-12-23 02:00:00,2,154,4,23,,2,FEW,n,9999,,2024-12-23 06:00:00
339,SBAT,2024-12-23 05:00:00,3,99,4,22,,17,BKN,n,3500,BR,2024-12-23 09:00:00
340,SBAT,2024-12-23 08:00:00,2,119,7,26,,3,SCT,n,9999,,2024-12-23 12:00:00
341,SBAT,2024-12-23 11:00:00,0,255,8,30,0.2,14,BKN,s,7000,TS,2024-12-23 15:00:00
342,SBAT,2024-12-23 14:00:00,4,108,11,29,1,21,BKN,s,7000,TS,2024-12-23 18:00:00
343,SBAT,2024-12-23 17:00:00,2,355,12,28,0.6,18,SCT,n,7000,,2024-12-23 21:00:00
344,SBAT,2024-12-23 20:00:00,3,35,6,25,,2,FEW,n,9999,,2024-12-24 00:00:00
345,SBAT,2024-12-23 23:00:00,3,260,6,24,0.9,21,BKN,s,7000,TS,2024-12-24 03:00:00
346,SBAT,2024-12-24 02:00:00,2,277,6,23,3.6,14,BKN,s,7000,TS,2024-12-24 06:00:00
347,SBAT,2024-12-24 05:00:00,1,158,6,23,1.1,21,BKN,s,7000,TS,2024-12-24 09:00:00
348,SBAT,2024-12-24 08:00:00,2,7,7,25,,4,SCT,n,9999,,2024-12-24 12:00:00
349,SBAT,2024-12-24 11:00:00,2,353,11,28,0.7,21,BKN,s,7000,TS,2024-12-24 15:00:00
350,SBAT,2024-12-24 14:00:00,3,317,10,30,0.2,21,BKN,s,7000,TS,2024-12-24 18:00:00
351,SBAT,2024-12-24 17:00:00,3,267,12,27,0.8,21,BKN,s,7000,TS,2024-12-24 21:00:00
352,SBAT,2024-12-24 20:00:00,1,107,9,24,2.4,21,BKN,s,7000,TS,2024-12-25 00:00:00
353,SBAT,2024-12-24 23:00:00,3,66,6,24,0.2,19,BKN,n,4000,BR,2024-12-25 03:00:00
354,SBAT,2024-12-25 02:00:00,2,327,10,23,7,21,BKN,s,7000,TS,2024-12-25 06:00:00
355,SBAT,2024-12-25 05:00:00,4,356,6,22,1,19,BKN,n,4000,BR,2024-12-25 09:00:00
356,SBAT,2024-12-25 08:00:00,4,18,10,23,0.4,14,BKN,s,7000,TS,2024-12-25 12:00:00
357,SBAT,2024-12-25 11:00:00,3,320,10,28,0.7,14,BKN,s,7000,TS,2024-12-25 15:00:00
358,SBAT,2024-12-25 14:00:00,3,324,10,29,0.3,14,BKN,s,7000,TS,2024-12-25 18:00:00
359,SBAT,2024-12-25 17:00:00,4,295,11,26,1.4,21,BKN,s,7000,TS,2024-12-25 21:00:00
360,SBAT,2024-12-25 20:00:00,3,303,8,24,,3,SCT,n,9999,,2024-12-26 00:00:00
361,SBAT,2024-12-25 23:00:00,1,43,6,23,6,14,BKN,s,7000,TS,2024-12-26 03:00:00
362,SBAT,2024-12-26 02:00:00,2,5,7,22,1.9,21,BKN,s,7000,TS,2024-12-26 06:00:00
363,SBAT,2024-12-26 05:00:00,3,20,7,23,1,14,BKN,s,7000,TS,2024-12-26 09:00:00
364,SBAT,2024-12-26 08:00:00,4,347,10,24,2.7,14,BKN,s,7000,TS,2024-12-26 12:00:00
365,SBAT,2024-12-26 11:00:00,5,340,13,28,0.8,14,BKN,s,7000,TS,2024-12-26 15:00:00
366,SBAT,2024-12-26 14:00:00,5,300,14,26,3,21,BKN,s,7000,TS,2024-12-26 18:00:00
367,SBAT,2024-12-26 17:00:00,4,298,14,27,0.2,18,SCT,n,7000,,2024-12-26 21:00:00
368,SBAT,2024-12-26 20:00:00,3,352,9,24,0.3,21,BKN,s,7000,TS,2024-12-27 00:00:00
369,SBAT,2024-12-26 23:00:00,3,13,10,23,3.9,21,BKN,s,7000,TS,2024-12-27 03:00:00
370,SBAT,2024-12-27 02:00:00,2,27,6,22,0.2,20,BKN,n,4000,BR,2024-12-27 06:00:00
371,SBAT,2024-12-27 05:00:00,0,305,4,22,0.2,19,BKN,n,4000,BR,2024-12-27 09:00:00
372,SBAT,2024-12-27 08:00:00,3,325,9,25,,4,SCT,n,9999,,2024-12-27 12:00:00
373,SBAT,2024-12-27 11:00:00,4,316,13,29,0.6,14,BKN,s,7000,TS,2024-12-27 15:00:00
374,SBAT,2024-12-27 14:00:00,5,330,14,25,4.2,21,BKN,s,7000,TS,2024-12-27 18:00:00
375,SBAT,2024-12-27 17:00:00,2,19,12,26,0.3,1,CAVOK,n,9999,,2024-12-27 21:00:00
376,SBAT,2024-12-27 20:00:00,3,273,7,23,4.2,14,BKN,s,7000,TS,2024-12-28 00:00:00
377,SBSI,2024-12-22 02:00:00,3,61,5,22,,3,SCT,n,9999,,2024-12-22 06:00:00
378,SBSI,2024-12-22 05:00:00,2,61,6,22,,3,SCT,n,9999,,2024-12-22 09:00:00
379,SBSI,2024-12-22 08:00:00,4,70,9,24,,4,SCT,n,9999,,2024-12-22 12:00:00
380,SBSI,2024-12-22 11:00:00,4,52,10,27,,4,SCT,n,9999,,2024-12-22 15:00:00
381,SBSI,2024-12-22 14:00:00,1,31,10,29,0.2,21,BKN,s,7000,TS,2024-12-22 18:00:00
382,SBSI,2024-12-22 17:00:00,3,39,11,26,0.7,21,BKN,s,7000,TS,2024-12-22 21:00:00
383,SBSI,2024-12-22 20:00:00,1,113,7,24,,2,FEW,n,9999,,2024-12-23 00:00:00
384,SBSI,2024-12-22 23:00:00,2,128,3,24,0.2,14,BKN,s,7000,TS,2024-12-23 03:00:00
385,SBSI,2024-12-23 02:00:00,3,263,5,23,0.6,20,BKN,n,4000,BR,2024-12-23 06:00:00
386,SBSI,2024-12-23 05:00:00,3,231,5,23,2.3,14,BKN,s,7000,TS,2024-12-23 09:00:00
387,SBSI,2024-12-23 08:00:00,1,187,6,25,0.3,20,BKN,n,4000,BR,2024-12-23 12:00:00
388,SBSI,2024-12-23 11:00:00,1,318,8,29,0.6,21,BKN,s,7000,TS,2024-12-23 15:00:00
389,SBSI,2024-12-23 14:00:00,1,245,9,30,0.4,21,BKN,s,7000,TS,2024-12-23 18:00:00
390,SBSI,2024-12-23 17:00:00,1,206,10,27,2.2,21,BKN,s,7000,TS,2024-12-23 21:00:00
391,SBSI,2024-12-23 20:00:00,2,95,4,25,,2,FEW,n,9999,,2024-12-24 00:00:00
392,SBSI,2024-12-23 23:00:00,2,106,3,24,,3,SCT,n,9999,,2024-12-24 03:00:00
393,SBSI,2024-12-24 02:00:00,3,329,8,23,16,21,BKN,s,7000,TS,2024-12-24 06:00:00
394,SBSI,2024-12-24 05:00:00,3,14,8,23,1.9,19,BKN,n,4000,BR,2024-12-24 09:00:00
395,SBSI,2024-12-24 08:00:00,4,15,10,25,,4,SCT,n,9999,,2024-12-24 12:00:00
396,SBSI,2024-12-24 11:00:00,4,347,11,28,0.5,14,BKN,s,7000,TS,2024-12-24 15:00:00
397,SBSI,2024-12-24 14:00:00,3,310,12,29,0.3,14,BKN,s,7000,TS,2024-12-24 18:00:00
398,SBSI,2024-12-24 17:00:00,3,228,13,27,1.4,21,BKN,s,7000,TS,2024-12-24 21:00:00
399,SBSI,2024-12-24 20:00:00,1,33,6,25,,2,FEW,n,9999,,2024-12-25 00:00:00
400,SBSI,2024-12-24 23:00:00,3,44,5,24,0.4,21,BKN,s,7000,TS,2024-12-25 03:00:00
401,SBSI,2024-12-25 02:00:00,2,60,9,23,1.5,21,BKN,s,7000,TS,2024-12-25 06:00:00
402,SBSI,2024-12-25 05:00:00,2,30,8,23,0.4,18,SCT,n,7000,,2024-12-25 09:00:00
403,SBSI,2024-12-25 08:00:00,5,340,11,24,,4,SCT,n,9999,,2024-12-25 12:00:00
404,SBSI,2024-12-25 11:00:00,6,342,14,26,1,21,BKN,s,7000,TS,2024-12-25 15:00:00
405,SBSI,2024-12-25 14:00:00,3,286,14,29,0.5,14,BKN,s,7000,TS,2024-12-25 18:00:00
406,SBSI,2024-12-25 17:00:00,3,314,12,26,3.3,21,BKN,s,7000,TS,2024-12-25 21:00:00
407,SBSI,2024-12-25 20:00:00,0,96,7,24,,2,FEW,n,9999,,2024-12-26 00:00:00
408,SBSI,2024-12-25 23:00:00,2,359,6,23,8,21,BKN,s,7000,TS,2024-12-26 03:00:00
409,SBSI,2024-12-26 02:00:00,3,24,9,22,1,20,BKN,n,4000,BR,2024-12-26 06:00:00
410,SBSI,2024-12-26 05:00:00,4,36,7,22,0.5,14,BKN,s,7000,TS,2024-12-26 09:00:00
411,SBSI,2024-12-26 08:00:00,6,0,12,23,6,14,BKN,s,7000,TS,2024-12-26 12:00:00
412,SBSI,2024-12-26 11:00:00,5,319,15,25,1.5,21,BKN,s,7000,TS,2024-12-26 15:00:00
413,SBSI,2024-12-26 14:00:00,5,331,14,27,0.8,21,BKN,s,7000,TS,2024-12-26 18:00:00
414,SBSI,2024-12-26 17:00:00,3,311,14,25,1,18,SCT,n,7000,,2024-12-26 21:00:00
415,SBSI,2024-12-26 20:00:00,2,15,7,24,,3,SCT,n,9999,,2024-12-27 00:00:00
416,SBSI,2024-12-26 23:00:00,3,358,5,23,,2,FEW,n,9999,,2024-12-27 03:00:00
417,SBSI,2024-12-27 02:00:00,4,337,10,23,0.3,19,BKN,n,4000,BR,2024-12-27 06:00:00
418,SBSI,2024-12-27 05:00:00,4,328,8,22,0.7,14,BKN,s,7000,TS,2024-12-27 09:00:00
419,SBSI,2024-12-27 08:00:00,5,326,11,24,0.6,20,BKN,n,4000,BR,2024-12-27 12:00:00
420,SBSI,2024-12-27 11:00:00,5,310,13,27,0.4,14,BKN,s,7000,TS,2024-12-27 15:00:00
421,SBSI,2024-12-27 14:00:00,3,322,13,28,0.3,14,BKN,s,7000,TS,2024-12-27 18:00:00
422,SBSI,2024-12-27 17:00:00,0,324,14,25,6,21,BKN,s,7000,TS,2024-12-27 21:00:00
423,SBSI,2024-12-27 20:00:00,4,19,7,24,,3,SCT,n,9999,,2024-12-28 00:00:00
424,SBSO,2024-12-22 02:00:00,1,54,3,22,,4,SCT,n,9999,,2024-12-22 06:00:00
425,SBSO,2024-12-22 05:00:00,3,48,6,22,,2,FEW,n,9999,,2024-12-22 09:00:00
426,SBSO,2024-12-22 08:00:00,3,56,7,24,,4,SCT,n,9999,,2024-12-22 12:00:00
427,SBSO,2024-12-22 11:00:00,5,39,11,27,3.6,21,BKN,s,7000,TS,2024-12-22 15:00:00
428,SBSO,2024-12-22 14:00:00,1,355,13,26,5,21,BKN,s,7000,TS,2024-12-22 18:00:00
429,SBSO,2024-12-22 17:00:00,2,86,7,27,,2,FEW,n,9999,,2024-12-22 21:00:00
430,SBSO,2024-12-22 20:00:00,2,89,5,24,0.2,21,BKN,s,7000,TS,2024-12-23 00:00:00
431,SBSO,2024-12-22 23:00:00,2,53,4,24,0.5,21,BKN,s,7000,TS,2024-12-23 03:00:00
432,SBSO,2024-12-23 02:00:00,3,277,6,23,2.1,21,BKN,s,7000,TS,2024-12-23 06:00:00
433,SBSO,2024-12-23 05:00:00,4,284,8,22,1.1,21,BKN,s,7000,TS,2024-12-23 09:00:00
434,SBSO,2024-12-23 08:00:00,1,71,8,24,0.4,20,BKN,n,4000,BR,2024-12-23 12:00:00
435,SBSO,2024-12-23 11:00:00,2,295,9,28,0.8,14,BKN,s,7000,TS,2024-12-23 15:00:00
436,SBSO,2024-12-23 14:00:00,2,273,10,29,0.7,14,BKN,s,7000,TS,2024-12-23 18:00:00
437,SBSO,2024-12-23 17:00:00,1,204,12,26,3.5,21,BKN,s,7000,TS,2024-12-23 21:00:00
438,SBSO,2024-12-23 20:00:00,2,100,3,25,,2,FEW,n,9999,,2024-12-24 00:00:00
439,SBSO,2024-12-23 23:00:00,2,95,4,24,1.9,21,BKN,s,7000,TS,2024-12-24 03:00:00
440,SBSO,2024-12-24 02:00:00,6,316,12,22,10,14,BKN,s,7000,TS,2024-12-24 06:00:00
441,SBSO,2024-12-24 05:00:00,2,19,10,22,3.3,14,BKN,s,7000,TS,2024-12-24 09:00:00
442,SBSO,2024-12-24 08:00:00,3,14,7,24,2.7,14,BKN,s,7000,TS,2024-12-24 12:00:00
443,SBSO,2024-12-24 11:00:00,3,344,10,26,3.3,14,BKN,s,7000,TS,2024-12-24 15:00:00
444,SBSO,2024-12-24 14:00:00,4,320,12,28,1,14,BKN,s,7000,TS,2024-12-24 18:00:00
445,SBSO,2024-12-24 17:00:00,2,238,13,26,4,21,BKN,s,7000,TS,2024-12-24 21:00:00
446,SBSO,2024-12-24 20:00:00,1,315,5,24,0.8,21,BKN,s,7000,TS,2024-12-25 00:00:00
447,SBSO,2024-12-24 23:00:00,2,53,3,23,,3,SCT,n,9999,,2024-12-25 03:00:00
448,SBSO,2024-12-25 02:00:00,3,69,6,23,,17,BKN,n,3500,BR,2024-12-25 06:00:00
449,SBSO,2024-12-25 05:00:00,3,14,10,22,0.2,20,BKN,n,4000,BR,2024-12-25 09:00:00
450,SBSO,2024-12-25 08:00:00,5,332,10,25,,4,SCT,n,9999,,2024-12-25 12:00:00
451,SBSO,2024-12-25 11:00:00,5,336,13,27,1.2,14,BKN,s,7000,TS,2024-12-25 15:00:00
452,SBSO,2024-12-25 14:00:00,4,297,15,27,4.7,21,BKN,s,7000,TS,2024-12-25 18:00:00
453,SBSO,2024-12-25 17:00:00,5,291,11,25,3.4,21,BKN,s,7000,TS,2024-12-25 21:00:00
454,SBSO,2024-12-25 20:00:00,1,273,10,23,0.9,18,SCT,n,7000,,2024-12-26 00:00:00
455,SBSO,2024-12-25 23:00:00,4,353,8,23,0.7,21,BKN,s,7000,TS,2024-12-26 03:00:00
456,SBSO,2024-12-26 02:00:00,4,344,10,22,2.5,14,BKN,s,7000,TS,2024-12-26 06:00:00
457,SBSO,2024-12-26 05:00:00,1,39,8,22,4.6,6,BKN,n,3500,RA,2024-12-26 09:00:00
458,SBSO,2024-12-26 08:00:00,3,13,9,23,3.7,14,BKN,s,7000,TS,2024-12-26 12:00:00
459,SBSO,2024-12-26 11:00:00,5,1,13,24,6,14,BKN,s,7000,TS,2024-12-26 15:00:00
460,SBSO,2024-12-26 14:00:00,6,334,15,27,0.6,14,BKN,s,7000,TS,2024-12-26 18:00:00
461,SBSO,2024-12-26 17:00:00,4,310,14,25,1.9,21,BKN,s,7000,TS,2024-12-26 21:00:00
462,SBSO,2024-12-26 20:00:00,1,332,8,24,,3,SCT,n,9999,,2024-12-27 00:00:00
463,SBSO,2024-12-26 23:00:00,2,356,3,23,,2,FEW,n,9999,,2024-12-27 03:00:00
464,SBSO,2024-12-27 02:00:00,5,322,10,22,5,14,BKN,s,7000,TS,2024-12-27 06:00:00
465,SBSO,2024-12-27 05:00:00,4,328,9,22,4.8,14,BKN,s,7000,TS,2024-12-27 09:00:00
466,SBSO,2024-12-27 08:00:00,5,310,11,23,0.8,20,BKN,n,4000,BR,2024-12-27 12:00:00
467,SBSO,2024-12-27 11:00:00,6,311,15,27,0.6,14,BKN,s,7000,TS,2024-12-27 15:00:00
468,SBSO,2024-12-27 14:00:00,2,339,17,24,5,21,BKN,s,7000,TS,2024-12-27 18:00:00
469,SBSO,2024-12-27 17:00:00,4,306,16,23,6,21,BKN,s,7000,TS,2024-12-27 21:00:00
470,SBSO,2024-12-27 20:00:00,1,38,9,23,0.5,1,CAVOK,n,9999,,2024-12-28 00:00:00
471,SBSN,2024-12-22 00:00:00,9,93,16,29,,1,CAVOK,n,9999,,2024-12-22 03:00:00
472,SBSN,2024-12-22 03:00:00,9,75,15,28,,1,CAVOK,n,9999,,2024-12-22 06:00:00
473,SBSN,2024-12-22 06:00:00,9,69,15,28,,1,CAVOK,n,9999,,2024-12-22 09:00:00
474,SBSN,2024-12-22 09:00:00,9,66,17,29,,1,CAVOK,n,9999,,2024-12-22 12:00:00
475,SBSN,2024-12-22 12:00:00,10,71,20,30,,1,CAVOK,n,9999,,2024-12-22 15:00:00
476,SBSN,2024-12-22 15:00:00,9,93,19,32,,1,CAVOK,n,9999,,2024-12-22 18:00:00
477,SBSN,2024-12-22 18:00:00,6,108,17,31,,1,CAVOK,n,9999,,2024-12-22 21:00:00
478,SBSN,2024-12-22 21:00:00,5,142,11,29,,1,CAVOK,n,9999,,2024-12-23 00:00:00
479,SBSN,2024-12-23 00:00:00,6,119,10,29,,2,FEW,n,9999,,2024-12-23 03:00:00
480,SBSN,2024-12-23 03:00:00,5,86,11,28,,2,FEW,n,9999,,2024-12-23 06:00:00
481,SBSN,2024-12-23 06:00:00,4,51,10,27,,2,FEW,n,9999,,2024-12-23 09:00:00
482,SBSN,2024-12-23 09:00:00,3,46,10,28,0.5,19,BKN,n,4000,BR,2024-12-23 12:00:00
483,SBSN,2024-12-23 12:00:00,5,40,12,30,0.3,18,SCT,n,7000,,2024-12-23 15:00:00
484,SBSN,2024-12-23 15:00:00,5,66,12,31,,1,CAVOK,n,9999,,2024-12-23 18:00:00
485,SBSN,2024-12-23 18:00:00,6,107,14,30,,2,FEW,n,9999,,2024-12-23 21:00:00
486,SBSN,2024-12-23 21:00:00,6,136,11,28,,2,FEW,n,9999,,2024-12-24 00:00:00
