,estacao,datahora,wspd,wdir,gust,tar,prp,neb,cld,cldcb,vis,tp,datazulu
244,SWPI,2024-12-23 05:00:00,3,36,7,28,,3,SCT,n,9999,,2024-12-23 09:00:00
245,SWPI,2024-12-23 08:00:00,4,55,9,29,,3,SCT,n,9999,,2024-12-23 12:00:00
246,SWPI,2024-12-23 11:00:00,6,32,13,32,,3,SCT,n,9999,,2024-12-23 15:00:00
247,SWPI,2024-12-23 14:00:00,4,29,11,33,,3,SCT,n,9999,,2024-12-23 18:00:00
248,SWPI,2024-12-23 17:00:00,3,32,8,32,,3,SCT,n,9999,,2024-12-23 21:00:00
249,SWPI,2024-12-23 20:00:00,2,57,4,30,,1,CAVOK,n,9999,,2024-12-24 00:00:00
250,SWPI,2024-12-23 23:00:00,1,85,2,29,,2,FEW,n,9999,,2024-12-24 03:00:00
251,SWPI,2024-12-24 02:00:00,2,57,4,28,,3,SCT,n,9999,,2024-12-24 06:00:00
252,SWPI,2024-12-24 05:00:00,3,50,8,27,0.8,19,BKN,n,4000,BR,2024-12-24 09:00:00
253,SWPI,2024-12-24 08:00:00,1,71,3,27,1,19,BKN,n,4000,BR,2024-12-24 12:00:00
254,SWPI,2024-12-24 11:00:00,2,121,10,29,0.3,14,BKN,s,7000,TS,2024-12-24 15:00:00
255,SWPI,2024-12-24 14:00:00,2,356,9,31,0.2,21,BKN,s,7000,TS,2024-12-24 18:00:00
256,SWPI,2024-12-24 17:00:00,3,42,9,30,,3,SCT,n,9999,,2024-12-24 21:00:00
257,SWPI,2024-12-24 20:00:00,2,154,3,28,,1,CAVOK,n,9999,,2024-12-25 00:00:00
258,SWPI,2024-12-24 23:00:00,1,191,3,27,,2,FEW,n,9999,,2024-12-25 03:00:00
259,SWPI,2024-12-25 02:00:00,1,189,5,27,,3,SCT,n,9999,,2024-12-25 06:00:00
260,SWPI,2024-12-25 05:00:00,3,89,10,25,3.2,21,BKN,s,7000,TS,2024-12-25 09:00:00
261,SWPI,2024-12-25 08:00:00,3,78,7,26,3.8,21,BKN,s,7000,TS,2024-12-25 12:00:00
262,SWPI,2024-12-25 11:00:00,4,62,8,26,3.4,7,BKN,n,3500,RA,2024-12-25 15:00:00
263,SWPI,2024-12-25 14:00:00,2,7,7,27,2.4,19,BKN,n,4000,BR,2024-12-25 18:00:00
264,SWPI,2024-12-25 17:00:00,2,26,8,28,0.8,19,BKN,n,4000,BR,2024-12-25 21:00:00
265,SWPI,2024-12-25 20:00:00,1,274,1,27,,1,CAVOK,n,9999,,2024-12-26 00:00:00
266,SWPI,2024-12-25 23:00:00,1,251,3,27,,3,SCT,n,9999,,2024-12-26 03:00:00
267,SWPI,2024-12-26 02:00:00,1,196,3,26,,3,SCT,n,9999,,2024-12-26 06:00:00
268,SWPI,2024-12-26 05:00:00,1,256,4,26,0.3,19,BKN,n,4000,BR,2024-12-26 09:00:00
269,SWPI,2024-12-26 08:00:00,4,80,8,26,7,21,BKN,s,7000,TS,2024-12-26 12:00:00
270,SWPI,2024-12-26 11:00:00,4,50,9,26,6,21,BKN,s,7000,TS,2024-12-26 15:00:00
271,SWPI,2024-12-26 14:00:00,5,28,11,28,1.9,19,BKN,n,4000,BR,2024-12-26 18:00:00
272,SWPI,2024-12-26 17:00:00,3,36,9,28,,2,FEW,n,9999,,2024-12-26 21:00:00
273,SWPI,2024-12-26 20:00:00,1,65,2,27,,2,FEW,n,9999,,2024-12-27 00:00:00
274,SWPI,2024-12-26 23:00:00,1,163,2,26,,3,SCT,n,9999,,2024-12-27 03:00:00
275,SWPI,2024-12-27 02:00:00,1,140,1,26,,3,SCT,n,9999,,2024-12-27 06:00:00
276,SWPI,2024-12-27 05:00:00,2,55,3,25,,3,SCT,n,9999,,2024-12-27 09:00:00
277,SWPI,2024-12-27 08:00:00,4,54,10,27,0.4,19,BKN,n,4000,BR,2024-12-27 12:00:00
278,SWPI,2024-12-27 11:00:00,4,25,11,27,5,6,BKN,n,3500,RA,2024-12-27 15:00:00
279,SWPI,2024-12-27 14:00:00,3,352,10,29,1.3,19,BKN,n,4000,BR,2024-12-27 18:00:00
280,SWPI,2024-12-27 17:00:00,3,23,9,29,0.3,19,BKN,n,4000,BR,2024-12-27 21:00:00
281,SWPI,2024-12-27 20:00:00,1,5,3,28,,3,SCT,n,9999,,2024-12-28 00:00:00
282,SBIH,2024-12-22 00:00:00,1,146,6,27,1.1,19,BKN,n,4000,BR,2024-12-22 03:00:00
283,SBIH,2024-12-22 03:00:00,1,148,1,27,,3,SCT,n,9999,,2024-12-22 06:00:00
284,SBIH,2024-12-22 06:00:00,1,143,1,26,,1,CAVOK,n,9999,,2024-12-22 09:00:00
285,SBIH,2024-12-22 09:00:00,3,109,6,29,,2,FEW,n,9999,,2024-12-22 12:00:00
286,SBIH,2024-12-22 12:00:00,6,61,16,32,0.2,21,BKN,s,7000,TS,2024-12-22 15:00:00
287,SBIH,2024-12-22 15:00:00,4,49,12,34,,3,SCT,n,9999,,2024-12-22 18:00:00
288,SBIH,2024-12-22 18:00:00,4,51,12,33,,1,CAVOK,n,9999,,2024-12-22 21:00:00
289,SBIH,2024-12-22 21:00:00,2,74,4,30,,3,SCT,n,9999,,2024-12-23 00:00:00
290,SBIH,2024-12-23 00:00:00,2,102,3,29,,3,SCT,n,9999,,2024-12-23 03:00:00
291,SBIH,2024-12-23 03:00:00,1,79,3,28,,3,SCT,n,9999,,2024-12-23 06:00:00
292,SBIH,2024-12-23 06:00:00,1,81,2,27,,3,SCT,n,9999,,2024-12-23 09:00:00
293,SBIH,2024-12-23 09:00:00,2,84,6,29,,1,CAVOK,n,9999,,2024-12-23 12:00:00
294,SBIH,2024-12-23 12:00:00,3,56,10,33,,3,SCT,n,9999,,2024-12-23 15:00:00
295,SBIH,2024-12-23 15:00:00,1,5,9,34,,3,SCT,n,9999,,2024-12-23 18:00:00
296,SBIH,2024-12-23 18:00:00,2,48,6,33,,3,SCT,n,9999,,2024-12-23 21:00:00
297,SBIH,2024-12-23 21:00:00,2,7,4,30,,3,SCT,n,9999,,2024-12-24 00:00:00
298,SBIH,2024-12-24 00:00:00,1,87,3,28,,3,SCT,n,9999,,2024-12-24 03:00:00
299,SBIH,2024-12-24 03:00:00,2,220,3,27,1.5,19,BKN,n,4000,BR,2024-12-24 06:00:00
300,SBIH,2024-12-24 06:00:00,1,225,6,26,1.9,21,BKN,s,7000,TS,2024-12-24 09:00:00
301,SBIH,2024-12-24 09:00:00,1,242,8,27,1.6,19,BKN,n,4000,BR,2024-12-24 12:00:00
302,SBIH,2024-12-24 12:00:00,1,27,8,30,0.3,19,BKN,n,4000,BR,2024-12-24 15:00:00
303,SBIH,2024-12-24 15:00:00,2,24,9,32,,3,SCT,n,9999,,2024-12-24 18:00:00
304,SBIH,2024-12-24 18:00:00,3,351,8,31,,3,SCT,n,9999,,2024-12-24 21:00:00
305,SBIH,2024-12-24 21:00:00,1,294,3,28,,2,FEW,n,9999,,2024-12-25 00:00:00
306,SBIH,2024-12-25 00:00:00,0,129,1,27,,3,SCT,n,9999,,2024-12-25 03:00:00
307,SBIH,2024-12-25 03:00:00,2,149,5,27,,3,SCT,n,9999,,2024-12-25 06:00:00
308,SBIH,2024-12-25 06:00:00,2,64,6,26,2.6,21,BKN,s,7000,TS,2024-12-25 09:00:00
309,SBIH,2024-12-25 09:00:00,1,74,7,26,1.8,21,BKN,s,7000,TS,2024-12-25 12:00:00
310,SBIH,2024-12-25 12:00:00,2,19,7,28,0.9,19,BKN,n,4000,BR,2024-12-25 15:00:00
311,SBIH,2024-12-25 15:00:00,2,39,9,31,,3,SCT,n,9999,,2024-12-25 18:00:00
312,SBIH,2024-12-25 18:00:00,3,345,8,29,2.5,21,BKN,s,7000,TS,2024-12-25 21:00:00
313,SBIH,2024-12-25 21:00:00,1,347,2,27,,2,FEW,n,9999,,2024-12-26 00:00:00
314,SBIH,2024-12-26 00:00:00,0,346,1,27,,3,SCT,n,9999,,2024-12-26 03:00:00
315,SBIH,2024-12-26 03:00:00,1,33,3,26,1.3,21,BKN,s,7000,TS,2024-12-26 06:00:00
316,SBIH,2024-12-26 06:00:00,1,4,5,25,4.5,21,BKN,s,7000,TS,2024-12-26 09:00:00
317,SBIH,2024-12-26 09:00:00,1,47,4,26,3.4,6,BKN,n,3500,RA,2024-12-26 12:00:00
318,SBIH,2024-12-26 12:00:00,4,45,12,29,0.7,21,BKN,s,7000,TS,2024-12-26 15:00:00
319,SBIH,2024-12-26 15:00:00,5,47,12,30,3.4,21,BKN,s,7000,TS,2024-12-26 18:00:00
320,SBIH,2024-12-26 18:00:00,3,350,10,29,3,21,BKN,s,7000,TS,2024-12-26 21:00:00
321,SBIH,2024-12-26 21:00:00,1,294,6,27,2,21,BKN,s,7000,TS,2024-12-27 00:00:00
322,SBIH,2024-12-27 00:00:00,1,242,1,27,,3,SCT,n,9999,,2024-12-27 03:00:00
323,SBIH,2024-12-27 03:00:00,2,101,6,26,0.4,19,BKN,n,4000,BR,2024-12-27 06:00:00
324,SBIH,2024-12-27 06:00:00,1,93,2,26,,3,SCT,n,9999,,2024-12-27 09:00:00
325,SBIH,2024-12-27 09:00:00,2,96,6,27,,3,SCT,n,9999,,2024-12-27 12:00:00
326,SBIH,2024-12-27 12:00:00,1,22,11,30,0.4,21,BKN,s,7000,TS,2024-12-27 15:00:00
327,SBIH,2024-12-27 15:00:00,1,310,11,31,,3,SCT,n,9999,,2024-12-27 18:00:00
328,SBIH,2024-12-27 18:00:00,3,344,11,30,1.1,21,BKN,s,7000,TS,2024-12-27 21:00:00
329,SBIH,2024-12-27 21:00:00,2,3,11,27,2,21,BKN,s,7000,TS,2024-12-28 00:00:00
330,SBAT,2024-12-22 02:00:00,3,124,7,24,2.1,14,BKN,s,7000,TS,2024-12-22 06:00:00
331,SBAT,2024-12-22 05:00:00,2,118,4,23,2.3,19,BKN,n,4000,BR,2024-12-22 09:00:00
332,SBAT,2024-12-22 08:00:00,3,103,8,25,,4,SCT,n,9999,,2024-12-22 12:00:00
333,SBAT,2024-12-22 11:00:00,2,69,10,28,0.4,21,BKN,s,7000,TS,2024-12-22 15:00:00
334,SBAT,2024-12-22 14:00:00,1,89,10,29,1.4,21,BKN,s,7000,TS,2024-12-22 18:00:00
335,SBAT,2024-12-22 17:00:00,2,103,10,28,3.1,21,BKN,s,7000,TS,2024-12-22 21:00:00
336,SBAT,2024-12-22 20:00:00,1,205,2,26,0.5,19,BKN,n,4000,BR,2024-12-23 00:00:00
337,SBAT,2024-12-22 23:00:00,1,202,2,25,0.3,14,BKN,s,7000,TS,2024-12-23 03:00:00
338,SBAT,2024-12-23 02:00:00,1,175,2,24,0.3,14,BKN,s,7000,TS,2024-12-23 06:00:00
339,SBAT,2024-12-23 05:00:00,1,134,2,24,,17,BKN,n,3500,BR,2024-12-23 09:00:00
340,SBAT,2024-12-23 08:00:00,3,111,8,26,0.2,21,BKN,s,7000,TS,2024-12-23 12:00:00
341,SBAT,2024-12-23 11:00:00,3,75,8,29,0.6,21,BKN,s,7000,TS,2024-12-23 15:00:00
342,SBAT,2024-12-23 14:00:00,2,298,5,30,0.4,21,BKN,s,7000,TS,2024-12-23 18:00:00
343,SBAT,2024-12-23 17:00:00,2,275,6,29,0.3,19,BKN,n,4000,BR,2024-12-23 21:00:00
344,SBAT,2024-12-23 20:00:00,2,255,4,26,,3,SCT,n,9999,,2024-12-24 00:00:00
345,SBAT,2024-12-23 23:00:00,0,166,1,25,,3,SCT,n,9999,,2024-12-24 03:00:00
346,SBAT,2024-12-24 02:00:00,0,50,1,24,0.4,21,BKN,s,7000,TS,2024-12-24 06:00:00
347,SBAT,2024-12-24 05:00:00,1,57,2,23,,17,BKN,n,3500,BR,2024-12-24 09:00:00
348,SBAT,2024-12-24 08:00:00,3,28,7,27,,3,SCT,n,9999,,2024-12-24 12:00:00
349,SBAT,2024-12-24 11:00:00,3,354,8,30,0.6,21,BKN,s,7000,TS,2024-12-24 15:00:00
350,SBAT,2024-12-24 14:00:00,3,318,8,30,0.6,21,BKN,s,7000,TS,2024-12-24 18:00:00
351,SBAT,2024-12-24 17:00:00,3,289,9,28,4.2,21,BKN,s,7000,TS,2024-12-24 21:00:00
352,SBAT,2024-12-24 20:00:00,1,98,2,26,0.4,21,BKN,s,7000,TS,2024-12-25 00:00:00
353,SBAT,2024-12-24 23:00:00,2,7,4,25,0.8,21,BKN,s,7000,TS,2024-12-25 03:00:00
354,SBAT,2024-12-25 02:00:00,2,335,4,24,1.9,19,BKN,n,4000,BR,2024-12-25 06:00:00
355,SBAT,2024-12-25 05:00:00,2,4,4,24,0.3,19,BKN,n,4000,BR,2024-12-25 09:00:00
356,SBAT,2024-12-25 08:00:00,3,333,8,25,1.4,19,BKN,n,4000,BR,2024-12-25 12:00:00
357,SBAT,2024-12-25 11:00:00,3,302,8,27,0.8,20,BKN,n,4000,BR,2024-12-25 15:00:00
358,SBAT,2024-12-25 14:00:00,4,282,10,28,0.4,21,BKN,s,7000,TS,2024-12-25 18:00:00
359,SBAT,2024-12-25 17:00:00,3,254,9,27,1.3,19,BKN,n,4000,BR,2024-12-25 21:00:00
360,SBAT,2024-12-25 20:00:00,1,342,1,25,0.3,19,BKN,n,4000,BR,2024-12-26 00:00:00
361,SBAT,2024-12-25 23:00:00,1,12,2,24,,3,SCT,n,9999,,2024-12-26 03:00:00
362,SBAT,2024-12-26 02:00:00,1,338,3,24,2.2,21,BKN,s,7000,TS,2024-12-26 06:00:00
363,SBAT,2024-12-26 05:00:00,2,29,4,23,1.4,19,BKN,n,4000,BR,2024-12-26 09:00:00
364,SBAT,2024-12-26 08:00:00,5,11,11,25,,3,SCT,n,9999,,2024-12-26 12:00:00
365,SBAT,2024-12-26 11:00:00,4,357,11,28,0.7,21,BKN,s,7000,TS,2024-12-26 15:00:00
366,SBAT,2024-12-26 14:00:00,3,327,12,29,0.9,21,BKN,s,7000,TS,2024-12-26 18:00:00
367,SBAT,2024-12-26 17:00:00,2,298,11,27,6,21,BKN,s,7000,TS,2024-12-26 21:00:00
368,SBAT,2024-12-26 20:00:00,2,3,6,25,1.7,19,BKN,n,4000,BR,2024-12-27 00:00:00
369,SBAT,2024-12-26 23:00:00,1,24,4,24,2,21,BKN,s,7000,TS,2024-12-27 03:00:00
370,SBAT,2024-12-27 02:00:00,2,347,6,24,5,14,BKN,s,7000,TS,2024-12-27 06:00:00
371,SBAT,2024-12-27 05:00:00,1,297,3,23,4.3,14,BKN,s,7000,TS,2024-12-27 09:00:00
372,SBAT,2024-12-27 08:00:00,1,322,4,24,7,14,BKN,s,7000,TS,2024-12-27 12:00:00
373,SBAT,2024-12-27 11:00:00,2,330,8,25,2,20,BKN,n,4000,BR,2024-12-27 15:00:00
374,SBAT,2024-12-27 14:00:00,5,320,12,26,4.8,14,BKN,s,7000,TS,2024-12-27 18:00:00
375,SBAT,2024-12-27 17:00:00,2,284,7,25,4.4,14,BKN,s,7000,TS,2024-12-27 21:00:00
376,SBAT,2024-12-27 20:00:00,1,188,3,24,2.4,20,BKN,n,4000,BR,2024-12-28 00:00:00
377,SBSI,2024-12-22 02:00:00,2,124,4,23,,3,SCT,n,9999,,2024-12-22 06:00:00
378,SBSI,2024-12-22 05:00:00,3,73,5,23,,3,SCT,n,9999,,2024-12-22 09:00:00
379,SBSI,2024-12-22 08:00:00,4,67,9,25,,4,SCT,n,9999,,2024-12-22 12:00:00
380,SBSI,2024-12-22 11:00:00,2,52,7,28,0.4,14,BKN,s,7000,TS,2024-12-22 15:00:00
381,SBSI,2024-12-22 14:00:00,2,42,6,28,1.9,21,BKN,s,7000,TS,2024-12-22 18:00:00
382,SBSI,2024-12-22 17:00:00,2,24,6,28,2.6,21,BKN,s,7000,TS,2024-12-22 21:00:00
383,SBSI,2024-12-22 20:00:00,1,109,3,25,1.9,21,BKN,s,7000,TS,2024-12-23 00:00:00
384,SBSI,2024-12-22 23:00:00,1,159,1,24,,17,BKN,n,3500,BR,2024-12-23 03:00:00
385,SBSI,2024-12-23 02:00:00,1,201,3,23,,17,BKN,n,3500,BR,2024-12-23 06:00:00
386,SBSI,2024-12-23 05:00:00,1,157,2,23,,17,BKN,n,3500,BR,2024-12-23 09:00:00
387,SBSI,2024-12-23 08:00:00,3,87,6,25,1,21,BKN,s,7000,TS,2024-12-23 12:00:00
388,SBSI,2024-12-23 11:00:00,2,44,6,28,1.4,21,BKN,s,7000,TS,2024-12-23 15:00:00
389,SBSI,2024-12-23 14:00:00,2,325,7,29,0.4,21,BKN,s,7000,TS,2024-12-23 18:00:00
390,SBSI,2024-12-23 17:00:00,2,279,7,28,0.6,21,BKN,s,7000,TS,2024-12-23 21:00:00
391,SBSI,2024-12-23 20:00:00,1,331,5,25,0.8,19,BKN,n,4000,BR,2024-12-24 00:00:00
392,SBSI,2024-12-23 23:00:00,1,7,1,25,,3,SCT,n,9999,,2024-12-24 03:00:00
393,SBSI,2024-12-24 02:00:00,1,228,1,24,,3,SCT,n,9999,,2024-12-24 06:00:00
394,SBSI,2024-12-24 05:00:00,1,23,2,23,,17,BKN,n,3500,BR,2024-12-24 09:00:00
395,SBSI,2024-12-24 08:00:00,2,351,6,26,,3,SCT,n,9999,,2024-12-24 12:00:00
396,SBSI,2024-12-24 11:00:00,3,335,8,29,0.6,21,BKN,s,7000,TS,2024-12-24 15:00:00
397,SBSI,2024-12-24 14:00:00,4,335,10,28,2.4,21,BKN,s,7000,TS,2024-12-24 18:00:00
398,SBSI,2024-12-24 17:00:00,3,297,9,27,3.3,21,BKN,s,7000,TS,2024-12-24 21:00:00
399,SBSI,2024-12-24 20:00:00,1,84,2,25,0.4,18,SCT,n,7000,,2024-12-25 00:00:00
400,SBSI,2024-12-24 23:00:00,1,34,2,24,,17,BKN,n,3500,BR,2024-12-25 03:00:00
401,SBSI,2024-12-25 02:00:00,1,328,1,24,,17,BKN,n,3500,BR,2024-12-25 06:00:00
402,SBSI,2024-12-25 05:00:00,2,17,4,23,0.2,19,BKN,n,4000,BR,2024-12-25 09:00:00
403,SBSI,2024-12-25 08:00:00,4,344,9,24,3.1,14,BKN,s,7000,TS,2024-12-25 12:00:00
404,SBSI,2024-12-25 11:00:00,4,329,11,27,1.3,21,BKN,s,7000,TS,2024-12-25 15:00:00
405,SBSI,2024-12-25 14:00:00,3,285,10,27,3.4,21,BKN,s,7000,TS,2024-12-25 18:00:00
406,SBSI,2024-12-25 17:00:00,2,314,7,26,3.9,6,BKN,n,3500,RA,2024-12-25 21:00:00
407,SBSI,2024-12-25 20:00:00,2,339,5,24,1.5,21,BKN,s,7000,TS,2024-12-26 00:00:00
408,SBSI,2024-12-25 23:00:00,2,2,5,24,2.5,20,BKN,n,4000,BR,2024-12-26 03:00:00
409,SBSI,2024-12-26 02:00:00,1,18,3,23,0.8,19,BKN,n,4000,BR,2024-12-26 06:00:00
410,SBSI,2024-12-26 05:00:00,2,22,4,23,0.6,21,BKN,s,7000,TS,2024-12-26 09:00:00
411,SBSI,2024-12-26 08:00:00,4,12,8,25,1.7,19,BKN,n,4000,BR,2024-12-26 12:00:00
412,SBSI,2024-12-26 11:00:00,5,353,11,26,1.6,21,BKN,s,7000,TS,2024-12-26 15:00:00
413,SBSI,2024-12-26 14:00:00,5,1,12,27,4.3,21,BKN,s,7000,TS,2024-12-26 18:00:00
414,SBSI,2024-12-26 17:00:00,3,333,9,26,2.3,21,BKN,s,7000,TS,2024-12-26 21:00:00
415,SBSI,2024-12-26 20:00:00,1,295,1,25,0.7,19,BKN,n,4000,BR,2024-12-27 00:00:00
416,SBSI,2024-12-26 23:00:00,1,346,4,24,0.7,21,BKN,s,7000,TS,2024-12-27 03:00:00
417,SBSI,2024-12-27 02:00:00,2,344,7,23,5,14,BKN,s,7000,TS,2024-12-27 06:00:00
418,SBSI,2024-12-27 05:00:00,3,325,6,23,4,7,BKN,n,3500,RA,2024-12-27 09:00:00
419,SBSI,2024-12-27 08:00:00,3,357,8,23,7,7,BKN,n,3500,RA,2024-12-27 12:00:00
420,SBSI,2024-12-27 11:00:00,4,337,11,25,3.1,7,BKN,n,3500,RA,2024-12-27 15:00:00
421,SBSI,2024-12-27 14:00:00,5,348,13,25,3.1,14,BKN,s,7000,TS,2024-12-27 18:00:00
422,SBSI,2024-12-27 17:00:00,3,359,7,25,1.6,19,BKN,n,4000,BR,2024-12-27 21:00:00
423,SBSI,2024-12-27 20:00:00,2,6,5,24,0.2,20,BKN,n,4000,BR,2024-12-28 00:00:00
424,SBSO,2024-12-22 02:00:00,1,112,3,23,,3,SCT,n,9999,,2024-12-22 06:00:00
425,SBSO,2024-12-22 05:00:00,2,80,4,22,,3,SCT,n,9999,,2024-12-22 09:00:00
426,SBSO,2024-12-22 08:00:00,3,65,7,25,,3,SCT,n,9999,,2024-12-22 12:00:00
427,SBSO,2024-12-22 11:00:00,2,36,7,27,0.2,20,BKN,n,4000,BR,2024-12-22 15:00:00
428,SBSO,2024-12-22 14:00:00,2,16,5,29,,3,SCT,n,9999,,2024-12-22 18:00:00
429,SBSO,2024-12-22 17:00:00,2,357,5,28,0.4,21,BKN,s,7000,TS,2024-12-22 21:00:00
430,SBSO,2024-12-22 20:00:00,1,2,2,25,3.1,6,BKN,n,3500,RA,2024-12-23 00:00:00
431,SBSO,2024-12-22 23:00:00,0,206,2,24,1.1,19,BKN,n,4000,BR,2024-12-23 03:00:00
432,SBSO,2024-12-23 02:00:00,1,201,2,24,,17,BKN,n,3500,BR,2024-12-23 06:00:00
433,SBSO,2024-12-23 05:00:00,0,132,1,23,,17,BKN,n,3500,BR,2024-12-23 09:00:00
434,SBSO,2024-12-23 08:00:00,2,89,4,26,,3,SCT,n,9999,,2024-12-23 12:00:00
435,SBSO,2024-12-23 11:00:00,2,25,6,28,0.4,21,BKN,s,7000,TS,2024-12-23 15:00:00
436,SBSO,2024-12-23 14:00:00,2,343,5,29,0.6,21,BKN,s,7000,TS,2024-12-23 18:00:00
437,SBSO,2024-12-23 17:00:00,3,285,6,28,2.7,21,BKN,s,7000,TS,2024-12-23 21:00:00
438,SBSO,2024-12-23 20:00:00,2,286,3,26,0.3,21,BKN,s,7000,TS,2024-12-24 00:00:00
439,SBSO,2024-12-23 23:00:00,1,236,4,24,3.3,21,BKN,s,7000,TS,2024-12-24 03:00:00
440,SBSO,2024-12-24 02:00:00,0,264,1,24,1.7,19,BKN,n,4000,BR,2024-12-24 06:00:00
441,SBSO,2024-12-24 05:00:00,1,50,2,24,,17,BKN,n,3500,BR,2024-12-24 09:00:00
442,SBSO,2024-12-24 08:00:00,2,357,4,26,,3,SCT,n,9999,,2024-12-24 12:00:00
443,SBSO,2024-12-24 11:00:00,3,325,8,29,0.7,21,BKN,s,7000,TS,2024-12-24 15:00:00
444,SBSO,2024-12-24 14:00:00,4,320,9,29,1.1,21,BKN,s,7000,TS,2024-12-24 18:00:00
445,SBSO,2024-12-24 17:00:00,3,295,10,28,2.5,21,BKN,s,7000,TS,2024-12-24 21:00:00
446,SBSO,2024-12-24 20:00:00,1,83,5,25,7,21,BKN,s,7000,TS,2024-12-25 00:00:00
447,SBSO,2024-12-24 23:00:00,1,102,2,24,,3,SCT,n,9999,,2024-12-25 03:00:00
448,SBSO,2024-12-25 02:00:00,1,1,2,24,0.2,19,BKN,n,4000,BR,2024-12-25 06:00:00
449,SBSO,2024-12-25 05:00:00,1,13,2,24,1.4,19,BKN,n,4000,BR,2024-12-25 09:00:00
450,SBSO,2024-12-25 08:00:00,3,329,7,25,2.5,21,BKN,s,7000,TS,2024-12-25 12:00:00
451,SBSO,2024-12-25 11:00:00,4,328,10,26,2.9,21,BKN,s,7000,TS,2024-12-25 15:00:00
452,SBSO,2024-12-25 14:00:00,3,318,10,26,3.7,14,BKN,s,7000,TS,2024-12-25 18:00:00
453,SBSO,2024-12-25 17:00:00,3,319,8,26,1.6,21,BKN,s,7000,TS,2024-12-25 21:00:00
454,SBSO,2024-12-25 20:00:00,1,349,4,25,2.5,19,BKN,n,4000,BR,2024-12-26 00:00:00
455,SBSO,2024-12-25 23:00:00,2,352,4,24,1.4,19,BKN,n,4000,BR,2024-12-26 03:00:00
456,SBSO,2024-12-26 02:00:00,2,7,5,24,1,19,BKN,n,4000,BR,2024-12-26 06:00:00
457,SBSO,2024-12-26 05:00:00,2,0,4,23,0.6,20,BKN,n,4000,BR,2024-12-26 09:00:00
458,SBSO,2024-12-26 08:00:00,3,354,7,24,2.7,14,BKN,s,7000,TS,2024-12-26 12:00:00
459,SBSO,2024-12-26 11:00:00,5,356,12,26,1.7,19,BKN,n,4000,BR,2024-12-26 15:00:00
460,SBSO,2024-12-26 14:00:00,4,341,12,26,6,6,BKN,n,3500,RA,2024-12-26 18:00:00
461,SBSO,2024-12-26 17:00:00,4,341,11,25,6,14,BKN,s,7000,TS,2024-12-26 21:00:00
462,SBSO,2024-12-26 20:00:00,1,335,3,24,1.3,19,BKN,n,4000,BR,2024-12-27 00:00:00
463,SBSO,2024-12-26 23:00:00,1,304,4,24,1.2,21,BKN,s,7000,TS,2024-12-27 03:00:00
464,SBSO,2024-12-27 02:00:00,2,343,6,23,3.5,14,BKN,s,7000,TS,2024-12-27 06:00:00
465,SBSO,2024-12-27 05:00:00,2,316,6,23,2.6,14,BKN,s,7000,TS,2024-12-27 09:00:00
466,SBSO,2024-12-27 08:00:00,4,345,9,24,3.4,7,BKN,n,3500,RA,2024-12-27 12:00:00
467,SBSO,2024-12-27 11:00:00,4,349,10,25,2.6,7,BKN,n,3500,RA,2024-12-27 15:00:00
468,SBSO,2024-12-27 14:00:00,4,352,13,25,1.2,20,BKN,n,4000,BR,2024-12-27 18:00:00
469,SBSO,2024-12-27 17:00:00,3,4,8,25,1.1,20,BKN,n,4000,BR,2024-12-27 21:00:00
470,SBSO,2024-12-27 20:00:00,2,5,6,24,1.8,20,BKN,n,4000,BR,2024-12-28 00:00:00
471,SBSN,2024-12-22 00:00:00,4,127,8,28,,2,FEW,n,9999,,2024-12-22 03:00:00
472,SBSN,2024-12-22 03:00:00,4,98,7,27,,1,CAVOK,n,9999,,2024-12-22 06:00:00
473,SBSN,2024-12-22 06:00:00,6,86,9,27,,2,FEW,n,9999,,2024-12-22 09:00:00
474,SBSN,2024-12-22 09:00:00,8,76,14,28,,2,FEW,n,9999,,2024-12-22 12:00:00
475,SBSN,2024-12-22 12:00:00,8,71,16,31,,3,SCT,n,9999,,2024-12-22 15:00:00
476,SBSN,2024-12-22 15:00:00,6,75,13,33,,2,FEW,n,9999,,2024-12-22 18:00:00
477,SBSN,2024-12-22 18:00:00,7,99,13,32,,1,CAVOK,n,9999,,2024-12-22 21:00:00
478,SBSN,2024-12-22 21:00:00,3,116,6,29,,1,CAVOK,n,9999,,2024-12-23 00:00:00
479,SBSN,2024-12-23 00:00:00,4,137,7,28,,1,CAVOK,n,9999,,2024-12-23 03:00:00
480,SBSN,2024-12-23 03:00:00,3,117,6,28,,3,SCT,n,9999,,2024-12-23 06:00:00
481,SBSN,2024-12-23 06:00:00,4,106,6,27,,3,SCT,n,9999,,2024-12-23 09:00:00
482,SBSN,2024-12-23 09:00:00,6,89,11,29,,3,SCT,n,9999,,2024-12-23 12:00:00
483,SBSN,2024-12-23 12:00:00,6,58,13,30,0.6,19,BKN,n,4000,BR,2024-12-23 15:00:00
484,SBSN,2024-12-23 15:00:00,5,72,12,32,,2,FEW,n,9999,,2024-12-23 18:00:00
485,SBSN,2024-12-23 18:00:00,4,81,10,31,,1,CAVOK,n,9999,,2024-12-23 21:00:00
486,SBSN,2024-12-23 21:00:00,3,99,6,29,,1,CAVOK,n,9999,,2024-12-24 00:00:00
487,SBSN,2024-12-24 00:00:00,4,81,7,28,,2,FEW,n,9999,,2024-12-24 03:00:00
