,estacao,datahora,wspd,wdir,gust,tar,prp,neb,cld,cldcb,vis,tp,datazulu
488,SBSN,2024-12-24 03:00:00,4,72,7,27,0.2,21,BKN,s,7000,TS,2024-12-24 06:00:00
489,SBSN,2024-12-24 06:00:00,6,80,9,27,0.9,19,BKN,n,4000,BR,2024-12-24 09:00:00
490,SBSN,2024-12-24 09:00:00,7,77,13,28,1,19,BKN,n,4000,BR,2024-12-24 12:00:00
491,SBSN,2024-12-24 12:00:00,5,74,12,29,0.7,21,BKN,s,7000,TS,2024-12-24 15:00:00
492,SBSN,2024-12-24 15:00:00,2,78,8,31,0.6,21,BKN,s,7000,TS,2024-12-24 18:00:00
493,SBSN,2024-12-24 18:00:00,2,49,5,31,,2,FEW,n,9999,,2024-12-24 21:00:00
494,SBSN,2024-12-24 21:00:00,0,69,3,29,,3,SCT,n,9999,,2024-12-25 00:00:00
495,SBSN,2024-12-25 00:00:00,3,49,7,27,2.5,21,BKN,s,7000,TS,2024-12-25 03:00:00
496,SBSN,2024-12-25 03:00:00,4,59,7,27,3.2,21,BKN,s,7000,TS,2024-12-25 06:00:00
497,SBSN,2024-12-25 06:00:00,5,67,8,26,2.5,19,BKN,n,4000,BR,2024-12-25 09:00:00
498,SBSN,2024-12-25 09:00:00,5,70,9,27,2.3,19,BKN,n,4000,BR,2024-12-25 12:00:00
499,SBSN,2024-12-25 12:00:00,4,58,11,28,1.6,19,BKN,n,4000,BR,2024-12-25 15:00:00
500,SBSN,2024-12-25 15:00:00,2,56,10,30,1,21,BKN,s,7000,TS,2024-12-25 18:00:00
501,SBSN,2024-12-25 18:00:00,1,15,3,30,,2,FEW,n,9999,,2024-12-25 21:00:00
502,SBSN,2024-12-25 21:00:00,2,12,3,28,,3,SCT,n,9999,,2024-12-26 00:00:00
503,SBSN,2024-12-26 00:00:00,4,59,9,27,4,21,BKN,s,7000,TS,2024-12-26 03:00:00
504,SBSN,2024-12-26 03:00:00,4,88,7,26,9,21,BKN,s,7000,TS,2024-12-26 06:00:00
505,SBSN,2024-12-26 06:00:00,6,73,10,26,9,14,BKN,s,7000,TS,2024-12-26 09:00:00
506,SBSN,2024-12-26 09:00:00,5,76,10,26,3.4,21,BKN,s,7000,TS,2024-12-26 12:00:00
507,SBSN,2024-12-26 12:00:00,6,66,12,28,3.2,21,BKN,s,7000,TS,2024-12-26 15:00:00
508,SBSN,2024-12-26 15:00:00,3,50,8,29,,4,SCT,n,9999,,2024-12-26 18:00:00
509,SBSN,2024-12-26 18:00:00,2,68,5,29,,3,SCT,n,9999,,2024-12-26 21:00:00
510,SBSN,2024-12-26 21:00:00,2,229,2,28,,3,SCT,n,9999,,2024-12-27 00:00:00
511,SBSN,2024-12-27 00:00:00,1,128,9,27,3.3,21,BKN,s,7000,TS,2024-12-27 03:00:00
512,SBSN,2024-12-27 03:00:00,2,27,10,26,7,21,BKN,s,7000,TS,2024-12-27 06:00:00
513,SBSN,2024-12-27 06:00:00,3,47,9,26,2.5,19,BKN,n,4000,BR,2024-12-27 09:00:00
514,SBSN,2024-12-27 09:00:00,2,40,9,27,0.9,19,BKN,n,4000,BR,2024-12-27 12:00:00
515,SBSN,2024-12-27 12:00:00,4,51,8,28,0.6,19,BKN,n,4000,BR,2024-12-27 15:00:00
516,SBSN,2024-12-27 15:00:00,2,354,8,30,,3,SCT,n,9999,,2024-12-27 18:00:00
517,SBSN,2024-12-27 18:00:00,2,356,8,30,,3,SCT,n,9999,,2024-12-27 21:00:00
518,SBSN,2024-12-27 21:00:00,3,49,4,28,0.2,19,BKN,n,4000,BR,2024-12-28 00:00:00
519,SBMQ,2024-12-22 00:00:00,5,46,11,26,,3,SCT,n,9999,,2024-12-22 03:00:00
520,SBMQ,2024-12-22 03:00:00,4,34,9,26,0.3,19,BKN,n,4000,BR,2024-12-22 06:00:00
521,SBMQ,2024-12-22 06:00:00,3,18,8,25,0.6,19,BKN,n,4000,BR,2024-12-22 09:00:00
522,SBMQ,2024-12-22 09:00:00,6,44,13,27,1.2,19,BKN,n,4000,BR,2024-12-22 12:00:00
523,SBMQ,2024-12-22 12:00:00,8,62,18,30,0.2,21,BKN,s,7000,TS,2024-12-22 15:00:00
524,SBMQ,2024-12-22 15:00:00,8,61,18,31,,3,SCT,n,9999,,2024-12-22 18:00:00
525,SBMQ,2024-12-22 18:00:00,7,70,16,30,,2,FEW,n,9999,,2024-12-22 21:00:00
526,SBMQ,2024-12-22 21:00:00,5,59,10,28,0.2,18,SCT,n,7000,,2024-12-23 00:00:00
527,SBMQ,2024-12-23 00:00:00,5,39,10,26,,3,SCT,n,9999,,2024-12-23 03:00:00
528,SBMQ,2024-12-23 03:00:00,3,9,9,25,0.3,19,BKN,n,4000,BR,2024-12-23 06:00:00
529,SBMQ,2024-12-23 06:00:00,2,0,8,25,1.3,19,BKN,n,4000,BR,2024-12-23 09:00:00
530,SBMQ,2024-12-23 09:00:00,5,41,14,27,0.5,19,BKN,n,4000,BR,2024-12-23 12:00:00
531,SBMQ,2024-12-23 12:00:00,5,69,15,31,0.4,21,BKN,s,7000,TS,2024-12-23 15:00:00
532,SBMQ,2024-12-23 15:00:00,6,81,14,31,0.5,21,BKN,s,7000,TS,2024-12-23 18:00:00
533,SBMQ,2024-12-23 18:00:00,7,59,15,29,0.6,18,SCT,n,7000,,2024-12-23 21:00:00
534,SBMQ,2024-12-23 21:00:00,6,45,12,27,,2,FEW,n,9999,,2024-12-24 00:00:00
535,SBMQ,2024-12-24 00:00:00,5,32,10,26,,3,SCT,n,9999,,2024-12-24 03:00:00
536,SBMQ,2024-12-24 03:00:00,4,17,9,25,0.3,19,BKN,n,4000,BR,2024-12-24 06:00:00
537,SBMQ,2024-12-24 06:00:00,3,6,6,25,0.5,19,BKN,n,4000,BR,2024-12-24 09:00:00
538,SBMQ,2024-12-24 09:00:00,5,33,10,27,0.7,19,BKN,n,4000,BR,2024-12-24 12:00:00
539,SBMQ,2024-12-24 12:00:00,5,58,13,30,0.4,19,BKN,n,4000,BR,2024-12-24 15:00:00
540,SBMQ,2024-12-24 15:00:00,6,84,13,30,1.1,21,BKN,s,7000,TS,2024-12-24 18:00:00
541,SBMQ,2024-12-24 18:00:00,7,56,13,29,0.5,19,BKN,n,4000,BR,2024-12-24 21:00:00
542,SBMQ,2024-12-24 21:00:00,6,36,10,27,0.2,19,BKN,n,4000,BR,2024-12-25 00:00:00
543,SBMQ,2024-12-25 00:00:00,5,31,9,26,0.6,19,BKN,n,4000,BR,2024-12-25 03:00:00
544,SBMQ,2024-12-25 03:00:00,4,19,8,25,0.5,19,BKN,n,4000,BR,2024-12-25 06:00:00
545,SBMQ,2024-12-25 06:00:00,4,2,7,25,0.3,19,BKN,n,4000,BR,2024-12-25 09:00:00
546,SBMQ,2024-12-25 09:00:00,5,22,10,26,0.5,19,BKN,n,4000,BR,2024-12-25 12:00:00
547,SBMQ,2024-12-25 12:00:00,5,49,12,30,0.5,19,BKN,n,4000,BR,2024-12-25 15:00:00
548,SBMQ,2024-12-25 15:00:00,6,76,13,30,1,21,BKN,s,7000,TS,2024-12-25 18:00:00
549,SBMQ,2024-12-25 18:00:00,7,61,14,29,,3,SCT,n,9999,,2024-12-25 21:00:00
550,SBMQ,2024-12-25 21:00:00,5,38,10,27,,3,SCT,n,9999,,2024-12-26 00:00:00
551,SBMQ,2024-12-26 00:00:00,4,37,8,26,0.5,19,BKN,n,4000,BR,2024-12-26 03:00:00
552,SBMQ,2024-12-26 03:00:00,4,15,8,25,0.6,19,BKN,n,4000,BR,2024-12-26 06:00:00
553,SBMQ,2024-12-26 06:00:00,3,358,7,25,0.4,19,BKN,n,4000,BR,2024-12-26 09:00:00
554,SBMQ,2024-12-26 09:00:00,4,27,11,27,0.3,19,BKN,n,4000,BR,2024-12-26 12:00:00
555,SBMQ,2024-12-26 12:00:00,5,61,14,30,0.3,21,BKN,s,7000,TS,2024-12-26 15:00:00
556,SBMQ,2024-12-26 15:00:00,6,75,14,31,,3,SCT,n,9999,,2024-12-26 18:00:00
557,SBMQ,2024-12-26 18:00:00,6,56,12,30,,2,FEW,n,9999,,2024-12-26 21:00:00
558,SBMQ,2024-12-26 21:00:00,4,65,8,28,,3,SCT,n,9999,,2024-12-27 00:00:00
559,SBMQ,2024-12-27 00:00:00,5,54,9,27,,2,FEW,n,9999,,2024-12-27 03:00:00
560,SBMQ,2024-12-27 03:00:00,4,15,8,25,,3,SCT,n,9999,,2024-12-27 06:00:00
561,SBMQ,2024-12-27 06:00:00,4,1,7,25,,3,SCT,n,9999,,2024-12-27 09:00:00
562,SBMQ,2024-12-27 09:00:00,6,28,11,28,,3,SCT,n,9999,,2024-12-27 12:00:00
563,SBMQ,2024-12-27 12:00:00,7,72,13,32,,3,SCT,n,9999,,2024-12-27 15:00:00
564,SBMQ,2024-12-27 15:00:00,8,83,16,33,,3,SCT,n,9999,,2024-12-27 18:00:00
565,SBMQ,2024-12-27 18:00:00,7,78,15,31,,2,FEW,n,9999,,2024-12-27 21:00:00
566,SBMQ,2024-12-27 21:00:00,7,70,12,28,,3,SCT,n,9999,,2024-12-28 00:00:00
567,SBBE,2024-12-22 00:00:00,4,60,9,26,,2,FEW,n,9999,,2024-12-22 03:00:00
568,SBBE,2024-12-22 03:00:00,3,68,6,26,,3,SCT,n,9999,,2024-12-22 06:00:00
569,SBBE,2024-12-22 06:00:00,3,89,6,25,,3,SCT,n,9999,,2024-12-22 09:00:00
570,SBBE,2024-12-22 09:00:00,6,80,12,28,,3,SCT,n,9999,,2024-12-22 12:00:00
571,SBBE,2024-12-22 12:00:00,6,79,17,32,,3,SCT,n,9999,,2024-12-22 15:00:00
572,SBBE,2024-12-22 15:00:00,6,6,18,31,0.3,21,BKN,s,7000,TS,2024-12-22 18:00:00
573,SBBE,2024-12-22 18:00:00,4,16,12,29,1.6,21,BKN,s,7000,TS,2024-12-22 21:00:00
574,SBBE,2024-12-22 21:00:00,4,38,8,28,1,19,BKN,n,4000,BR,2024-12-23 00:00:00
575,SBBE,2024-12-23 00:00:00,4,44,9,26,,2,FEW,n,9999,,2024-12-23 03:00:00
576,SBBE,2024-12-23 03:00:00,3,60,7,26,,3,SCT,n,9999,,2024-12-23 06:00:00
577,SBBE,2024-12-23 06:00:00,2,83,5,26,,3,SCT,n,9999,,2024-12-23 09:00:00
578,SBBE,2024-12-23 09:00:00,5,77,11,28,,3,SCT,n,9999,,2024-12-23 12:00:00
579,SBBE,2024-12-23 12:00:00,4,66,14,31,,3,SCT,n,9999,,2024-12-23 15:00:00
580,SBBE,2024-12-23 15:00:00,5,339,16,30,0.7,21,BKN,s,7000,TS,2024-12-23 18:00:00
581,SBBE,2024-12-23 18:00:00,4,2,11,28,2.1,19,BKN,n,4000,BR,2024-12-23 21:00:00
582,SBBE,2024-12-23 21:00:00,2,26,4,27,1.3,19,BKN,n,4000,BR,2024-12-24 00:00:00
583,SBBE,2024-12-24 00:00:00,3,41,6,26,1.2,19,BKN,n,4000,BR,2024-12-24 03:00:00
584,SBBE,2024-12-24 03:00:00,2,60,5,25,,3,SCT,n,9999,,2024-12-24 06:00:00
585,SBBE,2024-12-24 06:00:00,2,69,6,25,0.2,19,BKN,n,4000,BR,2024-12-24 09:00:00
586,SBBE,2024-12-24 09:00:00,3,62,10,27,,3,SCT,n,9999,,2024-12-24 12:00:00
587,SBBE,2024-12-24 12:00:00,4,31,12,30,0.2,19,BKN,n,4000,BR,2024-12-24 15:00:00
588,SBBE,2024-12-24 15:00:00,5,354,11,30,,3,SCT,n,9999,,2024-12-24 18:00:00
589,SBBE,2024-12-24 18:00:00,4,11,9,28,0.6,19,BKN,n,4000,BR,2024-12-24 21:00:00
590,SBBE,2024-12-24 21:00:00,3,25,7,27,0.6,19,BKN,n,4000,BR,2024-12-25 00:00:00
591,SBBE,2024-12-25 00:00:00,3,30,6,26,0.2,19,BKN,n,4000,BR,2024-12-25 03:00:00
592,SBBE,2024-12-25 03:00:00,2,76,5,25,,3,SCT,n,9999,,2024-12-25 06:00:00
593,SBBE,2024-12-25 06:00:00,2,69,4,25,,3,SCT,n,9999,,2024-12-25 09:00:00
594,SBBE,2024-12-25 09:00:00,3,65,6,27,,3,SCT,n,9999,,2024-12-25 12:00:00
595,SBBE,2024-12-25 12:00:00,3,12,12,30,0.2,19,BKN,n,4000,BR,2024-12-25 15:00:00
596,SBBE,2024-12-25 15:00:00,4,335,14,29,2,21,BKN,s,7000,TS,2024-12-25 18:00:00
597,SBBE,2024-12-25 18:00:00,4,26,12,27,2.8,6,BKN,n,3500,RA,2024-12-25 21:00:00
598,SBBE,2024-12-25 21:00:00,2,27,4,27,2.8,6,BKN,n,3500,RA,2024-12-26 00:00:00
599,SBBE,2024-12-26 00:00:00,3,47,5,26,,3,SCT,n,9999,,2024-12-26 03:00:00
600,SBBE,2024-12-26 03:00:00,2,77,4,26,,3,SCT,n,9999,,2024-12-26 06:00:00
601,SBBE,2024-12-26 06:00:00,2,101,4,25,,3,SCT,n,9999,,2024-12-26 09:00:00
602,SBBE,2024-12-26 09:00:00,3,86,8,27,,3,SCT,n,9999,,2024-12-26 12:00:00
603,SBBE,2024-12-26 12:00:00,3,84,9,31,,3,SCT,n,9999,,2024-12-26 15:00:00
604,SBBE,2024-12-26 15:00:00,5,30,13,31,,3,SCT,n,9999,,2024-12-26 18:00:00
605,SBBE,2024-12-26 18:00:00,5,17,12,29,,3,SCT,n,9999,,2024-12-26 21:00:00
606,SBBE,2024-12-26 21:00:00,4,29,10,27,,3,SCT,n,9999,,2024-12-27 00:00:00
607,SBBE,2024-12-27 00:00:00,3,41,9,26,,3,SCT,n,9999,,2024-12-27 03:00:00
608,SBBE,2024-12-27 03:00:00,3,57,5,26,,3,SCT,n,9999,,2024-12-27 06:00:00
609,SBBE,2024-12-27 06:00:00,3,79,5,25,,3,SCT,n,9999,,2024-12-27 09:00:00
610,SBBE,2024-12-27 09:00:00,4,70,10,28,,3,SCT,n,9999,,2024-12-27 12:00:00
611,SBBE,2024-12-27 12:00:00,5,69,15,31,,3,SCT,n,9999,,2024-12-27 15:00:00
612,SBBE,2024-12-27 15:00:00,6,353,18,30,1.2,21,BKN,s,7000,TS,2024-12-27 18:00:00
613,SBBE,2024-12-27 18:00:00,4,22,11,28,3.6,21,BKN,s,7000,TS,2024-12-27 21:00:00
614,SBBE,2024-12-27 21:00:00,3,57,7,27,2.2,21,BKN,s,7000,TS,2024-12-28 00:00:00
615,SBOI,2024-12-22 00:00:00,2,42,4,25,,3,SCT,n,9999,,2024-12-22 03:00:00
616,SBOI,2024-12-22 03:00:00,2,29,5,24,,3,SCT,n,9999,,2024-12-22 06:00:00
617,SBOI,2024-12-22 06:00:00,1,64,3,24,0.2,19,BKN,n,4000,BR,2024-12-22 09:00:00
618,SBOI,2024-12-22 09:00:00,3,86,10,26,0.7,19,BKN,n,4000,BR,2024-12-22 12:00:00
619,SBOI,2024-12-22 12:00:00,6,79,16,28,2.9,21,BKN,s,7000,TS,2024-12-22 15:00:00
620,SBOI,2024-12-22 15:00:00,5,81,16,28,3.1,21,BKN,s,7000,TS,2024-12-22 18:00:00
621,SBOI,2024-12-22 18:00:00,4,73,13,26,2.4,19,BKN,n,4000,BR,2024-12-22 21:00:00
622,SBOI,2024-12-22 21:00:00,2,56,4,25,0.2,19,BKN,n,4000,BR,2024-12-23 00:00:00
623,SBOI,2024-12-23 00:00:00,2,26,3,24,,3,SCT,n,9999,,2024-12-23 03:00:00
624,SBOI,2024-12-23 03:00:00,1,56,3,24,0.5,19,BKN,n,4000,BR,2024-12-23 06:00:00
625,SBOI,2024-12-23 06:00:00,1,72,3,24,1.3,19,BKN,n,4000,BR,2024-12-23 09:00:00
626,SBOI,2024-12-23 09:00:00,3,59,10,26,0.9,19,BKN,n,4000,BR,2024-12-23 12:00:00
627,SBOI,2024-12-23 12:00:00,6,60,15,27,2.7,14,BKN,s,7000,TS,2024-12-23 15:00:00
628,SBOI,2024-12-23 15:00:00,5,72,13,28,1.9,21,BKN,s,7000,TS,2024-12-23 18:00:00
629,SBOI,2024-12-23 18:00:00,4,53,11,26,2.2,19,BKN,n,4000,BR,2024-12-23 21:00:00
630,SBOI,2024-12-23 21:00:00,2,44,5,24,0.5,19,BKN,n,4000,BR,2024-12-24 00:00:00
631,SBOI,2024-12-24 00:00:00,2,38,3,24,,3,SCT,n,9999,,2024-12-24 03:00:00
632,SBOI,2024-12-24 03:00:00,1,45,3,24,,3,SCT,n,9999,,2024-12-24 06:00:00
633,SBOI,2024-12-24 06:00:00,1,353,2,24,0.7,19,BKN,n,4000,BR,2024-12-24 09:00:00
634,SBOI,2024-12-24 09:00:00,4,44,9,26,0.6,19,BKN,n,4000,BR,2024-12-24 12:00:00
635,SBOI,2024-12-24 12:00:00,5,31,13,27,1,14,BKN,s,7000,TS,2024-12-24 15:00:00
636,SBOI,2024-12-24 15:00:00,5,40,12,27,2.7,14,BKN,s,7000,TS,2024-12-24 18:00:00
637,SBOI,2024-12-24 18:00:00,4,31,10,26,2.2,19,BKN,n,4000,BR,2024-12-24 21:00:00
638,SBOI,2024-12-24 21:00:00,2,24,4,24,0.2,19,BKN,n,4000,BR,2024-12-25 00:00:00
639,SBOI,2024-12-25 00:00:00,1,40,2,24,,3,SCT,n,9999,,2024-12-25 03:00:00
640,SBOI,2024-12-25 03:00:00,1,36,3,24,0.4,19,BKN,n,4000,BR,2024-12-25 06:00:00
641,SBOI,2024-12-25 06:00:00,1,50,2,23,0.4,19,BKN,n,4000,BR,2024-12-25 09:00:00
642,SBOI,2024-12-25 09:00:00,3,47,8,26,,3,SCT,n,9999,,2024-12-25 12:00:00
643,SBOI,2024-12-25 12:00:00,5,51,12,28,,3,SCT,n,9999,,2024-12-25 15:00:00
644,SBOI,2024-12-25 15:00:00,5,41,13,28,1.5,21,BKN,s,7000,TS,2024-12-25 18:00:00
645,SBOI,2024-12-25 18:00:00,4,40,11,27,1.7,19,BKN,n,4000,BR,2024-12-25 21:00:00
646,SBOI,2024-12-25 21:00:00,3,27,6,25,,3,SCT,n,9999,,2024-12-26 00:00:00
647,SBOI,2024-12-26 00:00:00,2,32,4,24,,3,SCT,n,9999,,2024-12-26 03:00:00
648,SBOI,2024-12-26 03:00:00,1,16,2,24,0.2,19,BKN,n,4000,BR,2024-12-26 06:00:00
649,SBOI,2024-12-26 06:00:00,1,289,1,23,,3,SCT,n,9999,,2024-12-26 09:00:00
650,SBOI,2024-12-26 09:00:00,3,34,9,26,,3,SCT,n,9999,,2024-12-26 12:00:00
651,SBOI,2024-12-26 12:00:00,4,57,11,29,0.2,19,BKN,n,4000,BR,2024-12-26 15:00:00
652,SBOI,2024-12-26 15:00:00,5,40,12,30,,3,SCT,n,9999,,2024-12-26 18:00:00
653,SBOI,2024-12-26 18:00:00,4,36,11,27,0.3,19,BKN,n,4000,BR,2024-12-26 21:00:00
654,SBOI,2024-12-26 21:00:00,2,30,5,25,0.2,19,BKN,n,4000,BR,2024-12-27 00:00:00
655,SBOI,2024-12-27 00:00:00,2,8,3,24,,3,SCT,n,9999,,2024-12-27 03:00:00
656,SBOI,2024-12-27 03:00:00,1,336,3,24,,17,BKN,n,3500,BR,2024-12-27 06:00:00
657,SBOI,2024-12-27 06:00:00,1,294,2,24,,17,BKN,n,3500,BR,2024-12-27 09:00:00
658,SBOI,2024-12-27 09:00:00,2,9,6,27,,3,SCT,n,9999,,2024-12-27 12:00:00
659,SBOI,2024-12-27 12:00:00,3,54,9,30,,3,SCT,n,9999,,2024-12-27 15:00:00
660,SBOI,2024-12-27 15:00:00,5,47,13,30,,3,SCT,n,9999,,2024-12-27 18:00:00
661,SBOI,2024-12-27 18:00:00,5,38,14,27,0.3,19,BKN,n,4000,BR,2024-12-27 21:00:00
662,SBOI,2024-12-27 21:00:00,3,46,8,25,,3,SCT,n,9999,,2024-12-28 00:00:00
663,SBTB,2024-12-22 00:00:00,2,168,4,27,,3,SCT,n,9999,,2024-12-22 03:00:00
664,SBTB,2024-12-22 03:00:00,2,164,3,26,,3,SCT,n,9999,,2024-12-22 06:00:00
665,SBTB,2024-12-22 06:00:00,2,116,3,26,,3,SCT,n,9999,,2024-12-22 09:00:00
666,SBTB,2024-12-22 09:00:00,3,74,9,29,,2,FEW,n,9999,,2024-12-22 12:00:00
667,SBTB,2024-12-22 12:00:00,5,79,13,33,,2,FEW,n,9999,,2024-12-22 15:00:00
668,SBTB,2024-12-22 15:00:00,5,91,14,35,,3,SCT,n,9999,,2024-12-22 18:00:00
669,SBTB,2024-12-22 18:00:00,4,105,11,33,,3,SCT,n,9999,,2024-12-22 21:00:00
670,SBTB,2024-12-22 21:00:00,2,171,4,28,,3,SCT,n,9999,,2024-12-23 00:00:00
671,SBTB,2024-12-23 00:00:00,3,133,9,27,,3,SCT,n,9999,,2024-12-23 03:00:00
672,SBTB,2024-12-23 03:00:00,2,341,4,27,0.3,19,BKN,n,4000,BR,2024-12-23 06:00:00
673,SBTB,2024-12-23 06:00:00,0,268,3,26,0.5,19,BKN,n,4000,BR,2024-12-23 09:00:00
674,SBTB,2024-12-23 09:00:00,1,323,3,27,0.6,19,BKN,n,4000,BR,2024-12-23 12:00:00
675,SBTB,2024-12-23 12:00:00,4,23,12,31,0.2,19,BKN,n,4000,BR,2024-12-23 15:00:00
676,SBTB,2024-12-23 15:00:00,2,85,6,33,,3,SCT,n,9999,,2024-12-23 18:00:00
677,SBTB,2024-12-23 18:00:00,1,70,9,32,,3,SCT,n,9999,,2024-12-23 21:00:00
678,SBTB,2024-12-23 21:00:00,3,39,10,28,0.3,19,BKN,n,4000,BR,2024-12-24 00:00:00
679,SBTB,2024-12-24 00:00:00,2,22,7,27,0.8,19,BKN,n,4000,BR,2024-12-24 03:00:00
680,SBTB,2024-12-24 03:00:00,1,9,4,26,4.2,21,BKN,s,7000,TS,2024-12-24 06:00:00
681,SBTB,2024-12-24 06:00:00,0,104,1,26,0.6,19,BKN,n,4000,BR,2024-12-24 09:00:00
682,SBTB,2024-12-24 09:00:00,1,309,4,27,0.6,19,BKN,n,4000,BR,2024-12-24 12:00:00
683,SBTB,2024-12-24 12:00:00,2,14,10,30,0.4,21,BKN,s,7000,TS,2024-12-24 15:00:00
684,SBTB,2024-12-24 15:00:00,0,173,8,32,,3,SCT,n,9999,,2024-12-24 18:00:00
685,SBTB,2024-12-24 18:00:00,2,216,11,31,,3,SCT,n,9999,,2024-12-24 21:00:00
686,SBTB,2024-12-24 21:00:00,1,109,7,28,0.2,21,BKN,s,7000,TS,2024-12-25 00:00:00
687,SBTB,2024-12-25 00:00:00,1,114,10,27,1.1,19,BKN,n,4000,BR,2024-12-25 03:00:00
688,SBTB,2024-12-25 03:00:00,3,54,9,25,3.3,21,BKN,s,7000,TS,2024-12-25 06:00:00
689,SBTB,2024-12-25 06:00:00,1,94,6,25,6,14,BKN,s,7000,TS,2024-12-25 09:00:00
690,SBTB,2024-12-25 09:00:00,1,120,4,25,2.5,19,BKN,n,4000,BR,2024-12-25 12:00:00
691,SBTB,2024-12-25 12:00:00,2,40,6,27,1.8,21,BKN,s,7000,TS,2024-12-25 15:00:00
692,SBTB,2024-12-25 15:00:00,1,255,8,29,1.5,21,BKN,s,7000,TS,2024-12-25 18:00:00
693,SBTB,2024-12-25 18:00:00,2,292,11,28,0.5,19,BKN,n,4000,BR,2024-12-25 21:00:00
694,SBTB,2024-12-25 21:00:00,2,214,3,27,,3,SCT,n,9999,,2024-12-26 00:00:00
695,SBTB,2024-12-26 00:00:00,1,182,9,26,0.4,19,BKN,n,4000,BR,2024-12-26 03:00:00
696,SBTB,2024-12-26 03:00:00,1,54,7,25,1.7,21,BKN,s,7000,TS,2024-12-26 06:00:00
697,SBTB,2024-12-26 06:00:00,2,105,5,25,9,14,BKN,s,7000,TS,2024-12-26 09:00:00
698,SBTB,2024-12-26 09:00:00,3,99,8,25,6,7,BKN,n,3500,RA,2024-12-26 12:00:00
699,SBTB,2024-12-26 12:00:00,2,105,7,26,2.3,19,BKN,n,4000,BR,2024-12-26 15:00:00
700,SBTB,2024-12-26 15:00:00,2,13,6,27,2.1,19,BKN,n,4000,BR,2024-12-26 18:00:00
701,SBTB,2024-12-26 18:00:00,2,342,5,28,,3,SCT,n,9999,,2024-12-26 21:00:00
702,SBTB,2024-12-26 21:00:00,1,243,3,26,,3,SCT,n,9999,,2024-12-27 00:00:00
703,SBTB,2024-12-27 00:00:00,1,202,3,25,,3,SCT,n,9999,,2024-12-27 03:00:00
704,SBTB,2024-12-27 03:00:00,1,57,9,25,0.9,21,BKN,s,7000,TS,2024-12-27 06:00:00
705,SBTB,2024-12-27 06:00:00,2,83,7,25,5,14,BKN,s,7000,TS,2024-12-27 09:00:00
706,SBTB,2024-12-27 09:00:00,3,126,10,25,4,7,BKN,n,3500,RA,2024-12-27 12:00:00
707,SBTB,2024-12-27 12:00:00,3,52,7,27,,4,SCT,n,9999,,2024-12-27 15:00:00
708,SBTB,2024-12-27 15:00:00,2,14,9,29,0.3,19,BKN,n,4000,BR,2024-12-27 18:00:00
709,SBTB,2024-12-27 18:00:00,1,342,5,28,0.2,19,BKN,n,4000,BR,2024-12-27 21:00:00
710,SBTB,2024-12-27 21:00:00,1,227,2,27,,3,SCT,n,9999,,2024-12-28 00:00:00
711,SBHT,2024-12-22 00:00:00,1,180,3,26,,3,SCT,n,9999,,2024-12-22 03:00:00
712,SBHT,2024-12-22 03:00:00,1,180,2,25,,3,SCT,n,9999,,2024-12-22 06:00:00
713,SBHT,2024-12-22 06:00:00,3,39,5,26,,3,SCT,n,9999,,2024-12-22 09:00:00
714,SBHT,2024-12-22 09:00:00,6,53,15,27,,3,SCT,n,9999,,2024-12-22 12:00:00
715,SBHT,2024-12-22 12:00:00,5,57,17,29,0.4,19,BKN,n,4000,BR,2024-12-22 15:00:00
716,SBHT,2024-12-22 15:00:00,3,78,13,31,,3,SCT,n,9999,,2024-12-22 18:00:00
717,SBHT,2024-12-22 18:00:00,3,76,8,30,,2,FEW,n,9999,,2024-12-22 21:00:00
718,SBHT,2024-12-22 21:00:00,1,211,2,27,,1,CAVOK,n,9999,,2024-12-23 00:00:00
719,SBHT,2024-12-23 00:00:00,1,233,2,26,,3,SCT,n,9999,,2024-12-23 03:00:00
720,SBHT,2024-12-23 03:00:00,1,0,10,25,0.3,19,BKN,n,4000,BR,2024-12-23 06:00:00
721,SBHT,2024-12-23 06:00:00,2,60,6,24,0.9,19,BKN,n,4000,BR,2024-12-23 09:00:00
722,SBHT,2024-12-23 09:00:00,3,90,7,25,1.5,20,BKN,n,4000,BR,2024-12-23 12:00:00
723,SBHT,2024-12-23 12:00:00,3,61,9,28,0.6,19,BKN,n,4000,BR,2024-12-23 15:00:00
724,SBHT,2024-12-23 15:00:00,4,44,10,30,0.3,21,BKN,s,7000,TS,2024-12-23 18:00:00
725,SBHT,2024-12-23 18:00:00,3,45,8,29,,3,SCT,n,9999,,2024-12-23 21:00:00
726,SBHT,2024-12-23 21:00:00,2,38,4,26,0.2,21,BKN,s,7000,TS,2024-12-24 00:00:00
727,SBHT,2024-12-24 00:00:00,2,35,3,26,,3,SCT,n,9999,,2024-12-24 03:00:00
728,SBHT,2024-12-24 03:00:00,3,25,5,25,,3,SCT,n,9999,,2024-12-24 06:00:00
729,SBHT,2024-12-24 06:00:00,3,30,8,24,,3,SCT,n,9999,,2024-12-24 09:00:00
730,SBHT,2024-12-24 09:00:00,5,39,12,25,0.4,19,BKN,n,4000,BR,2024-12-24 12:00:00
731,SBHT,2024-12-24 12:00:00,3,45,9,28,0.6,19,BKN,n,4000,BR,2024-12-24 15:00:00
732,SBHT,2024-12-24 15:00:00,2,27,8,30,0.2,14,BKN,s,7000,TS,2024-12-24 18:00:00
